"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"c23e7c1e72704e21c5affcc352dc4a55","c23e7c1e72704e21c5affcc352dc4a55"," 0;0701316579","0;32952459"," 0;2128267784","0;83146207610","0;9994715","FALSE"
"71aed4c3091387286c7670e7298b4f19","71aed4c3091387286c7670e7298b4f19","-0;2554918389","0;32916101","-0;7761910811","0;43763617144","0;9994715","FALSE"
"84dc92d6d60b53c69d02b3b9b5fb08cd","84dc92d6d60b53c69d02b3b9b5fb08cd","-0;2083780919","0;49474879","-0;4211795872","0;67362394897","0;9994715","FALSE"
"1a6885dcbe42e2ca654d9f05024ca22f","1a6885dcbe42e2ca654d9f05024ca22f"," 0;5792844984","0;31813804"," 1;8208589638","0;06862829846","0;9994715","FALSE"
"18de2510b3bc1cf72ca70b617362f56a","18de2510b3bc1cf72ca70b617362f56a"," 0;1003132066","0;37165191"," 0;2699117210","0;78722816968","0;9994715","FALSE"
"7f5fd85b74c4074497c2738e2d1a0a57","7f5fd85b74c4074497c2738e2d1a0a57","-0;0257892588","0;38967366","-0;0661816829","0;94723317975","0;9994715","FALSE"
"5429930326100f668b45a0cf62e7ce69","5429930326100f668b45a0cf62e7ce69","-0;1406266746","0;32507332","-0;4325998605","0;66530549084","0;9994715","FALSE"
"9ed1f25f7f3a02c1e58a1b68b237cb9f","9ed1f25f7f3a02c1e58a1b68b237cb9f"," 0;0552635681","0;57394168"," 0;0962877759","0;92329201940","0;9994715","FALSE"
"bddceef2b6813f235da6b41fae2d84c3","bddceef2b6813f235da6b41fae2d84c3","-0;1298010185","0;27394162","-0;4738273076","0;63562305971","0;9994715","FALSE"
"cdd39c2776ae56bb173e0f8f06d323af","cdd39c2776ae56bb173e0f8f06d323af","-0;0840346715","0;21435293","-0;3920388320","0;69502952192","0;9994715","FALSE"
"ff8839080feae69b6178765bb0db2847","ff8839080feae69b6178765bb0db2847"," 0;0993614213","0;38815963"," 0;2559808229","0;79796564524","0;9994715","FALSE"
"631ff7535e66875b9bc05dab0b8276eb","631ff7535e66875b9bc05dab0b8276eb"," 0;0713052002","0;32327014"," 0;2205746535","0;82542363852","0;9994715","FALSE"
"4a2de802ca79ef8676d103080952ee2c","4a2de802ca79ef8676d103080952ee2c","-0;3735960136","0;30610779","-1;2204720778","0;22228596820","0;9994715","FALSE"
"305a715bd98f2131d40389951ce31707","305a715bd98f2131d40389951ce31707","-0;0384792129","0;35872387","-0;1072669416","0;91457720994","0;9994715","FALSE"
"af0c31bb25bbade0e80523e94a666e20","af0c31bb25bbade0e80523e94a666e20","-0;0439649093","0;17869035","-0;2460396431","0;80565154476","0;9994715","FALSE"
"ec9102208daddb9e6e9bab695a524334","ec9102208daddb9e6e9bab695a524334","-0;3215185834","0;40858481","-0;7869078195","0;43133582974","0;9994715","FALSE"
"37efce74f2b3002ca5cc6323d732cfe5","37efce74f2b3002ca5cc6323d732cfe5"," 0;2097267763","0;18673368"," 1;1231331104","0;26138096574","0;9994715","FALSE"
"3d95783571c1ea0216801cb49bad54f5","3d95783571c1ea0216801cb49bad54f5"," 0;3776921911","0;33385217"," 1;1313156860","0;25792224449","0;9994715","FALSE"
"60f590e6e5d0e1316935d41000a9f2a7","60f590e6e5d0e1316935d41000a9f2a7","-0;0117441995","0;26155502","-0;0449014490","0;96418586188","0;9994715","FALSE"
"895403954f209f58a0bacf2fcdd76696","895403954f209f58a0bacf2fcdd76696"," 0;2544961181","0;22472836"," 1;1324610859","0;25744063572","0;9994715","FALSE"
"e3b56b6cee44990ab2c539b310229350","e3b56b6cee44990ab2c539b310229350","-0;5741543572","0;36287305","-1;5822457868","0;11359347156","0;9994715","FALSE"
"fa932f320f645f0376719ec8fa437502","fa932f320f645f0376719ec8fa437502"," 0;0779501639","0;28063290"," 0;2777655956","0;78119230303","0;9994715","FALSE"
"cd94f65ecaa741249184b04bf11b9937","cd94f65ecaa741249184b04bf11b9937","-0;6267973813","0;38567936","-1;6251774237","0;10412475946","0;9994715","FALSE"
"b93d74d1c0b9608ac34654c19f78b61a","b93d74d1c0b9608ac34654c19f78b61a","-0;1019394359","0;24540572","-0;4153914383","0;67785537325","0;9994715","FALSE"
"fcfd550a26d1480c36baf5d5b55db041","fcfd550a26d1480c36baf5d5b55db041","-0;4356060194","0;46128634","-0;9443288976","0;34500160327","0;9994715","FALSE"
"fd5e178a1eb8c7da0ce0f236f0ecfe97","fd5e178a1eb8c7da0ce0f236f0ecfe97","-0;0559359465","0;11561378","-0;4838172902","0;62851554317","0;9994715","FALSE"
"10d47a7a299d3f30377ee29f98c7b5c2","10d47a7a299d3f30377ee29f98c7b5c2","-0;1933667719","0;40428102","-0;4782979213","0;63243817565","0;9994715","FALSE"
"e1dc5898bba17c55d5f8a2ffb73e83e8","e1dc5898bba17c55d5f8a2ffb73e83e8"," 0;1074574248","0;37822125"," 0;2841126040","0;77632408818","0;9994715","FALSE"
"727705172701b25d75a9814166f61e54","727705172701b25d75a9814166f61e54","-0;0031362629","0;27769974","-0;0112937194","0;99098910725","0;9994715","FALSE"
"b770677520385311c532fda4805a3d3b","b770677520385311c532fda4805a3d3b"," 0;0106847150","0;18058360"," 0;0591676921","0;95281854254","0;9994715","FALSE"
"e51a42a8e8014b68450dae3c48a791db","e51a42a8e8014b68450dae3c48a791db","-0;1380509298","0;25583561","-0;5396079481","0;58946743415","0;9994715","FALSE"
"79b7b8d45c414c04b0394f6642abe05c","79b7b8d45c414c04b0394f6642abe05c"," 0;1296104010","0;18201444"," 0;7120885692","0;47640993224","0;9994715","FALSE"
"26f4d4fa44e778b4c48f6a980160146b","26f4d4fa44e778b4c48f6a980160146b","-0;1312032784","0;34664476","-0;3784949106","0;70506297379","0;9994715","FALSE"
"99e8517202303e369b09b5629f7709b0","99e8517202303e369b09b5629f7709b0"," 0;0915383033","0;24781652"," 0;3693793453","0;71184499118","0;9994715","FALSE"
"597eebaae9cb8cb85ab498748c938d1a","597eebaae9cb8cb85ab498748c938d1a"," 0;1943549054","0;37776106"," 0;5144916308","0;60690831025","0;9994715","FALSE"
"4f4f9492b137f51543a7b2f848d60b98","4f4f9492b137f51543a7b2f848d60b98"," 0;0467883184","0;16279397"," 0;2874081783","0;77379979984","0;9994715","FALSE"
"7c2bc01927b870f4a85f2126df2f66f0","7c2bc01927b870f4a85f2126df2f66f0"," 0;1522354644","0;35054092"," 0;4342872811","0;66407983881","0;9994715","FALSE"
"8767bde81e605d41890d76a5687193a9","8767bde81e605d41890d76a5687193a9","-0;3990687311","0;31631924","-1;2616012143","0;20709231902","0;9994715","FALSE"
"9cfec83adc5f53e3b3384c03c833f670","9cfec83adc5f53e3b3384c03c833f670"," 0;6078568997","0;23623397"," 2;5731138800","0;01007880383","0;9994715","FALSE"
"474806b1355a5db1b90aa1d8e33adb5f","474806b1355a5db1b90aa1d8e33adb5f","-0;0534188145","0;31212921","-0;1711432747","0;86411110949","0;9994715","FALSE"
"5850a5bf6491f5f2f4634ce3dfae2dcf","5850a5bf6491f5f2f4634ce3dfae2dcf"," 0;1795187631","0;29867570"," 0;6010490983","0;54780728493","0;9994715","FALSE"
"a6b0bc03bfb1173741acf42095f1e5aa","a6b0bc03bfb1173741acf42095f1e5aa","-0;2772560272","0;39991015","-0;6932958008","0;48812393773","0;9994715","FALSE"
"957bb0fe38740142ff0c6f75351dbba7","957bb0fe38740142ff0c6f75351dbba7","-0;1816052852","0;17485692","-1;0385936173","0;29899377552","0;9994715","FALSE"
"944d841c9e8590c0ceb2b61e6cc10e2a","944d841c9e8590c0ceb2b61e6cc10e2a","-0;2158908771","0;36251238","-0;5955406946","0;55148210551","0;9994715","FALSE"
"5466bff2a52140a37265de133714c8ed","5466bff2a52140a37265de133714c8ed","-0;0927332774","0;26224669","-0;3536108651","0;72363053068","0;9994715","FALSE"
"a9e29dca0a31a46e4aeeec32e2fd8fdb","a9e29dca0a31a46e4aeeec32e2fd8fdb","-0;2044789832","0;29570282","-0;6915016354","0;48925035336","0;9994715","FALSE"
"09bb63cf7380fb6db5f8cfd65c886c5d","09bb63cf7380fb6db5f8cfd65c886c5d"," 0;0064797915","0;37198720"," 0;0174193940","0;98610203736","0;9994715","FALSE"
"f9fbff73df111313aa10a817e3e58b8d","f9fbff73df111313aa10a817e3e58b8d","-0;0035005124","0;32553319","-0;0107531658","0;99142038038","0;9994715","FALSE"
"9305a438947c5199e6f201881e362629","9305a438947c5199e6f201881e362629","-0;4108162371","0;36950001","-1;1118165653","0;26621702796","0;9994715","FALSE"
"fbac826e11b253661b44dddc5cff997c","fbac826e11b253661b44dddc5cff997c","-0;1420718627","0;24705680","-0;5750574783","0;56525242452","0;9994715","FALSE"
"bb25557cd978732bbad440498c0e17f9","bb25557cd978732bbad440498c0e17f9","-0;4325324659","0;22814383","-1;8958762143","0;05797641484","0;9994715","FALSE"
"07a7cdeea5aa2e75283d76e36d49342d","07a7cdeea5aa2e75283d76e36d49342d"," 0;2735016708","0;27880214"," 0;9809884123","0;32659845591","0;9994715","FALSE"
"4a506539c7fe42e83a82dd8c995ee3dc","4a506539c7fe42e83a82dd8c995ee3dc"," 0;0606126791","0;21395024"," 0;2833026899","0;77694481551","0;9994715","FALSE"
"1f250e981554452d6d09e6884159d0fb","1f250e981554452d6d09e6884159d0fb"," 0;1619773182","0;19952210"," 0;8118264365","0;41689123036","0;9994715","FALSE"
"fa5e76cc999cfbb789c2f7ed7afec1c1","fa5e76cc999cfbb789c2f7ed7afec1c1","-0;2835159110","0;28975125","-0;9784803860","0;32783678750","0;9994715","FALSE"
"195f28a7f99915e5461981f5da73bac8","195f28a7f99915e5461981f5da73bac8"," 0;4850188720","0;40417604"," 1;2000188710","0;23013201155","0;9994715","FALSE"
"c9ae22b1fb3dd4ad5c9e1e47e874054e","c9ae22b1fb3dd4ad5c9e1e47e874054e","-0;0517694069","0;36186969","-0;1430609089","0;88624207750","0;9994715","FALSE"
"7b17029070189baa1db86234d3a6ae4e","7b17029070189baa1db86234d3a6ae4e","-0;1128965654","0;32561118","-0;3467220211","0;72880016484","0;9994715","FALSE"
"825b31824070ac279ba4792a7b5bf57c","825b31824070ac279ba4792a7b5bf57c"," 0;2803891537","0;34966544"," 0;8018783639","0;42262332276","0;9994715","FALSE"
"1f130081cba9e4376a1acbda9c27e3e1","1f130081cba9e4376a1acbda9c27e3e1"," 0;0171832003","0;24287422"," 0;0707493791","0;94359722047","0;9994715","FALSE"
"115a3617f78f70b8574d38a6e34b567f","115a3617f78f70b8574d38a6e34b567f","-0;0336842220","0;37343995","-0;0901998342","0;92812841610","0;9994715","FALSE"
"60fc5967ca3752f67cc8b8e799ed86f8","60fc5967ca3752f67cc8b8e799ed86f8","-0;2497329159","0;37154100","-0;6721543958","0;50148541004","0;9994715","FALSE"
"0ad4835d0d87e3747ef19984a02cde3e","0ad4835d0d87e3747ef19984a02cde3e","-0;0275620335","0;20260851","-0;1360359106","0;89179289226","0;9994715","FALSE"
"b387219dad8f64d8175270689b1f690a","b387219dad8f64d8175270689b1f690a"," 0;1248624604","0;25666475"," 0;4864807520","0;62662634909","0;9994715","FALSE"
"78a0787ec3a93744b9cb453aed63b329","78a0787ec3a93744b9cb453aed63b329","-0;2605432992","0;43390176","-0;6004660975","0;54819564863","0;9994715","FALSE"
"b1302f715810e750bc6688a87ca95fec","b1302f715810e750bc6688a87ca95fec"," 0;0801346301","0;23933158"," 0;3348268100","0;73775573521","0;9994715","FALSE"
"dcbc7f500101567dd3a49c13c37594d5","dcbc7f500101567dd3a49c13c37594d5"," 0;7172200885","0;27680902"," 2;5910286420","0;00956895271","0;9994715","FALSE"
"7f03f3dee6049dece09606659aefd2ef","7f03f3dee6049dece09606659aefd2ef"," 0;1171009480","0;21688006"," 0;5399341383","0;58924245383","0;9994715","FALSE"
"3e49e9eb22d42f6b2c5aed50af3fbb65","3e49e9eb22d42f6b2c5aed50af3fbb65"," 0;0095164823","0;38674991"," 0;0246062950","0;98036899814","0;9994715","FALSE"
"9fc4e00760c7b7b9c04dcf5ccaba668c","9fc4e00760c7b7b9c04dcf5ccaba668c"," 0;0594603148","0;23141608"," 0;2569411588","0;79722419681","0;9994715","FALSE"
"63378d7f18599861dcf8e7717e5aedfd","63378d7f18599861dcf8e7717e5aedfd","-0;0654062328","0;39596807","-0;1651805750","0;86880185417","0;9994715","FALSE"
"f1428328440337cab0b024fae3917094","f1428328440337cab0b024fae3917094"," 0;2882793414","0;34813754"," 0;8280616311","0;40763559741","0;9994715","FALSE"
"a0afbdf3de699283fe25d5bc0a465fb3","a0afbdf3de699283fe25d5bc0a465fb3","-0;5516109642","0;27048735","-2;0393225567","0;04141784584","0;9994715","FALSE"
"fc68b15c5ada48e38d954c85698e4301","fc68b15c5ada48e38d954c85698e4301"," 0;1787355642","0;31800765"," 0;5620479942","0;57408331982","0;9994715","FALSE"
"8e46e76197ca8495afba0a61a1362b8e","8e46e76197ca8495afba0a61a1362b8e"," 0;0648802017","0;39177440"," 0;1656060268","0;86846700410","0;9994715","FALSE"
"a4b4970186fce13e9e5afb56cde5c158","a4b4970186fce13e9e5afb56cde5c158","-0;0215288009","0;40663572","-0;0529437028","0;95777676337","0;9994715","FALSE"
"b2c0df6af6c9c398efbd287d71b300bd","b2c0df6af6c9c398efbd287d71b300bd"," 0;4093316015","0;27408668"," 1;4934384872","0;13532244474","0;9994715","FALSE"
"8672475e707b21eb0e084329e98ad6d4","8672475e707b21eb0e084329e98ad6d4"," 0;2974388066","0;63889250"," 0;4655537620","0;64153494614","0;9994715","FALSE"
"81eb4c04a9694c9febecf4cc0bdab309","81eb4c04a9694c9febecf4cc0bdab309","-0;0426282042","0;23126494","-0;1843262719","0;85375750501","0;9994715","FALSE"
"afd08f3ec762f20ab008c73f3834e10a","afd08f3ec762f20ab008c73f3834e10a","-0;2590160351","0;36401181","-0;7115594245","0;47673764052","0;9994715","FALSE"
"163d2e47b6ebb325f372ae567c625a34","163d2e47b6ebb325f372ae567c625a34","-0;1855603264","0;33201662","-0;5588886605","0;57623770876","0;9994715","FALSE"
"744fd3bcf9f6ef2da17ead37e8f81fc4","744fd3bcf9f6ef2da17ead37e8f81fc4","-0;2165252073","0;18561475","-1;1665301798","0;24340015389","0;9994715","FALSE"
"839749a2ae38c48e12806540071e6ae1","839749a2ae38c48e12806540071e6ae1"," 0;0672924953","0;27030706"," 0;2489483423","0;80340074040","0;9994715","FALSE"
"00b5ced2d56bde827ffed4bc7cf926f9","00b5ced2d56bde827ffed4bc7cf926f9"," 0;2566856835","0;21154516"," 1;2133847860","0;22498274031","0;9994715","FALSE"
"a3b498d862dc963221143a8e3b29cff0","a3b498d862dc963221143a8e3b29cff0"," 0;1018863682","0;24371242"," 0;4180598144","0;67590338522","0;9994715","FALSE"
"134baf53b38f2c29524459c80773a256","134baf53b38f2c29524459c80773a256"," 0;0604065442","0;25190612"," 0;2397978444","0;81048697814","0;9994715","FALSE"
"0e2f958bed4edd96cf84378fdd5eaf84","0e2f958bed4edd96cf84378fdd5eaf84"," 0;2914524688","0;39247492"," 0;7426015028","0;45772297842","0;9994715","FALSE"
"30465b2b817de05daf67498e42a68fdd","30465b2b817de05daf67498e42a68fdd"," 0;0399834374","0;28232798"," 0;1416205297","0;88737974999","0;9994715","FALSE"
"f9c89f6ea068c9d5dbf3c525ff4d6e60","f9c89f6ea068c9d5dbf3c525ff4d6e60","-0;1619752764","0;42336509","-0;3825900643","0;70202373827","0;9994715","FALSE"
"ddf4f0d3421dbfb08efa6ba8263787dd","ddf4f0d3421dbfb08efa6ba8263787dd","-1;2107759053","0;38573705","-3;1388633652","0;00169604511","0;5966687","FALSE"
"d326d0222c6b3ae2ea204d79fd221b66","d326d0222c6b3ae2ea204d79fd221b66","-0;5991278064","0;45285663","-1;3229966663","0;18583648645","0;9994715","FALSE"
"0831be3d1e17fb03121219159726364a","0831be3d1e17fb03121219159726364a","-0;0886087875","0;40202740","-0;2204048443","0;82555587293","0;9994715","FALSE"
"3d1b33e89f26beed5a405e62ba10304e","3d1b33e89f26beed5a405e62ba10304e"," 0;1915115472","0;35285677"," 0;5427458445","0;58730480481","0;9994715","FALSE"
"964bbda21c2a0cd14255131072a6b8d8","964bbda21c2a0cd14255131072a6b8d8","-0;0809926107","0;39914317","-0;2029161862","0;83920054267","0;9994715","FALSE"
"96be3708c43df0b0a36b3fa125dfb52f","96be3708c43df0b0a36b3fa125dfb52f","-0;1293958510","0;26147306","-0;4948725997","0;62069005321","0;9994715","FALSE"
"c424c461a08bc04e3282ad887efaa910","c424c461a08bc04e3282ad887efaa910","-0;1558210251","0;27626349","-0;5640304737","0;57273339313","0;9994715","FALSE"
"8343d43915f32c4108f1c1f2a8926f9b","8343d43915f32c4108f1c1f2a8926f9b"," 0;2100140340","0;30847653"," 0;6808104225","0;49599145431","0;9994715","FALSE"
"60d7024738c647330b4bcb197b17e994","60d7024738c647330b4bcb197b17e994"," 0;1448165192","0;30792156"," 0;4703032721","0;63813836004","0;9994715","FALSE"
"440a926c97f023564d9fb8389d285c29","440a926c97f023564d9fb8389d285c29"," 0;0865055444","0;23485652"," 0;3683335894","0;71262450964","0;9994715","FALSE"
"16a0edff9330c071847226572bcc1b49","16a0edff9330c071847226572bcc1b49"," 0;8861462002","0;36087472"," 2;4555507791","0;01406688775","0;9994715","FALSE"
"4c30b2d1ccaaca96b6f6c3158177166a","4c30b2d1ccaaca96b6f6c3158177166a"," 0;0097612623","0;29933154"," 0;0326102036","0;97398543290","0;9994715","FALSE"
"778c9ed47ed8877a057061bb649d9bc2","778c9ed47ed8877a057061bb649d9bc2","-0;1793852980","0;26174976","-0;6853312848","0;49313489448","0;9994715","FALSE"
"74d63e2dde8c5e8680a56361e6104dd8","74d63e2dde8c5e8680a56361e6104dd8","-0;2237751975","0;27664161","-0;8088992864","0;41857307943","0;9994715","FALSE"
"eb9fbb77997c441505926bd7a4b090c1","eb9fbb77997c441505926bd7a4b090c1"," 0;7591684935","0;46803041"," 1;6220494847","0;10479275304","0;9994715","FALSE"
"99daee8f3459fcb2d590d5a815dfa93b","99daee8f3459fcb2d590d5a815dfa93b"," 0;2709146508","0;27484734"," 0;9856913606","0;32428459027","0;9994715","FALSE"
"ac9ba8d3e0c58a1b65d1436a999f029c","ac9ba8d3e0c58a1b65d1436a999f029c","-0;1483085588","0;25467647","-0;5823410388","0;56033698789","0;9994715","FALSE"
"a4680749f9c4ff4a58b85e980fcc892e","a4680749f9c4ff4a58b85e980fcc892e"," 0;0674370462","0;29985082"," 0;2249019906","0;82205552070","0;9994715","FALSE"
"01f23f6a9fe3327a04cde425a1011c0c","01f23f6a9fe3327a04cde425a1011c0c","-0;0337261668","0;31888624","-0;1057623778","0;91577088751","0;9994715","FALSE"
"d800e4e0b85355ff4a27511e77630219","d800e4e0b85355ff4a27511e77630219"," 0;5698899603","0;32069268"," 1;7770594523","0;07555845859","0;9994715","FALSE"
"f3e5f357ae59fac12aab11bfdcd61765","f3e5f357ae59fac12aab11bfdcd61765"," 0;1767045819","0;28921940"," 0;6109707007","0;54121897735","0;9994715","FALSE"
"f5797ade5ae4bc7a13f1366c53d1f1ba","f5797ade5ae4bc7a13f1366c53d1f1ba","-0;2187412615","0;30202156","-0;7242571168","0;46890789884","0;9994715","FALSE"
"dddfef0534b17c632b9413a14e3e1473","dddfef0534b17c632b9413a14e3e1473","-0;0247103959","0;23112730","-0;1069124924","0;91485840246","0;9994715","FALSE"
"d8d5e11749406d95a041f3ef5a58883c","d8d5e11749406d95a041f3ef5a58883c","-0;4039634356","0;41250128","-0;9793022536","0;32743065729","0;9994715","FALSE"
"d5507090c443f1def5aa59b37f5ad6a3","d5507090c443f1def5aa59b37f5ad6a3"," 0;3412303319","0;30343186"," 1;1245698888","0;26077133941","0;9994715","FALSE"
"e57ccdbb7514f04832d8efb76c75607d","e57ccdbb7514f04832d8efb76c75607d","-0;0190472745","0;33381379","-0;0570595800","0;95449773443","0;9994715","FALSE"
"6b52e3b2d1ca80acf384eb2ef33b9f09","6b52e3b2d1ca80acf384eb2ef33b9f09","-0;1379158729","0;36035920","-0;3827177775","0;70192903168","0;9994715","FALSE"
"9a6d190dc764487aa7aa447884f10e3a","9a6d190dc764487aa7aa447884f10e3a","-0;1888526467","0;28265359","-0;6681416782","0;50404315964","0;9994715","FALSE"
"3fce61e78bd0c6c443e29ad185f7faf5","3fce61e78bd0c6c443e29ad185f7faf5","-0;5192582052","0;36087347","-1;4388927066","0;15018092428","0;9994715","FALSE"
"166916d0441c251bd590ab055dde7301","166916d0441c251bd590ab055dde7301"," 0;1198642568","0;24324659"," 0;4927685051","0;62217616682","0;9994715","FALSE"
"037c90d9970c6b4072b87bd8cfc24a00","037c90d9970c6b4072b87bd8cfc24a00","-0;2448376164","0;29319423","-0;8350696864","0;40367847327","0;9994715","FALSE"
"806b1af5a0b7e8fc2838a353bfc13428","806b1af5a0b7e8fc2838a353bfc13428","-0;0415749206","0;25439647","-0;1634256984","0;87018327049","0;9994715","FALSE"
"bdfa2012cdf76b3b61a07c02b9e908aa","bdfa2012cdf76b3b61a07c02b9e908aa"," 0;1074828968","0;51622520"," 0;2082093198","0;83506553193","0;9994715","FALSE"
"1911f3a0d5942b7a003a85c0ee258c34","1911f3a0d5942b7a003a85c0ee258c34"," 0;3145113755","0;47397764"," 0;6635574108","0;50697362332","0;9994715","FALSE"
"81441f2b7a1ab37776f8df8026375702","81441f2b7a1ab37776f8df8026375702"," 0;0672663413","0;24695967"," 0;2723778381","0;78533151139","0;9994715","FALSE"
"896f10b635fb812ac7cb3afbaab4947e","896f10b635fb812ac7cb3afbaab4947e","-0;3591105462","0;46012242","-0;7804673899","0;43511581493","0;9994715","FALSE"
"d0e8e34018155569ad29b211aac45cb1","d0e8e34018155569ad29b211aac45cb1"," 0;0802235830","0;21602311"," 0;3713657442","0;71036513640","0;9994715","FALSE"
"786b1841a3915a6faedcce4f7b57f0da","786b1841a3915a6faedcce4f7b57f0da","-0;2160502057","0;20858548","-1;0357873804","0;30030134624","0;9994715","FALSE"
"954fb8af35a0ad230a35991851623bc3","954fb8af35a0ad230a35991851623bc3","-0;1666215831","0;25253648","-0;6597921347","0;50938723138","0;9994715","FALSE"
"ad47f9408733d7318393ea6377c93bdf","ad47f9408733d7318393ea6377c93bdf","-0;3635071264","0;33788992","-1;0758152565","0;28200988770","0;9994715","FALSE"
"8659505b6fba5d476c6784b895ee2f27","8659505b6fba5d476c6784b895ee2f27"," 0;1084446209","0;31765555"," 0;3413906048","0;73280954700","0;9994715","FALSE"
"6ea6a0b362afb2722ffa4368a281a9d3","6ea6a0b362afb2722ffa4368a281a9d3","-0;2992159889","0;21413478","-1;3973254875","0;16231571474","0;9994715","FALSE"
"48c7d63411bcbb3676e5838f059f75a4","48c7d63411bcbb3676e5838f059f75a4","-0;3250643308","0;23595639","-1;3776457949","0;16831267457","0;9994715","FALSE"
"e51d5eddf4517194a317a2989ed08785","e51d5eddf4517194a317a2989ed08785","-0;3159195196","0;25408804","-1;2433466964","0;21374010354","0;9994715","FALSE"
"6134e97c876db1780f9f4b769da1b217","6134e97c876db1780f9f4b769da1b217","-0;7301473343","0;41205108","-1;7719825749","0;07639744979","0;9994715","FALSE"
"be8bd49305e78560b8572aeffe6f2ff5","be8bd49305e78560b8572aeffe6f2ff5","-0;1789193880","0;23763438","-0;7529187786","0;45149872296","0;9994715","FALSE"
"220e29a3e775d9def00987bd7b2675c6","220e29a3e775d9def00987bd7b2675c6"," 1;3784419016","0;54372761"," 2;5351699466","0;01123927852","0;9994715","FALSE"
"e7a004c97c2afcb32d3a1e54c654794c","e7a004c97c2afcb32d3a1e54c654794c"," 0;0552681882","0;24927799"," 0;2217130655","0;82453725847","0;9994715","FALSE"
"cbbac1e1a5ae59bff338b46f0c1030ae","cbbac1e1a5ae59bff338b46f0c1030ae","-0;2323300506","0;36663317","-0;6336853041","0;52628621760","0;9994715","FALSE"
"a9d960acc3383873c5582c00a7e703f6","a9d960acc3383873c5582c00a7e703f6","-0;4388352775","0;26931409","-1;6294553090","0;10321666836","0;9994715","FALSE"
"6d764b67e008b48320c8fc3ed5b62919","6d764b67e008b48320c8fc3ed5b62919","-0;1788202064","0;19675376","-0;9088527999","0;36342783148","0;9994715","FALSE"
"668e3ba31088c497c7f8ca21e2181aa0","668e3ba31088c497c7f8ca21e2181aa0","-0;0539669158","0;39039626","-0;1382362533","0;89005370414","0;9994715","FALSE"
"ccf60a37516a9372a2a32ba8316197bb","ccf60a37516a9372a2a32ba8316197bb","-0;1383849360","0;42755982","-0;3236621657","0;74619381758","0;9994715","FALSE"
"6f8baf2434986ca4b3649f18e937f2e7","6f8baf2434986ca4b3649f18e937f2e7"," 0;1544416746","0;30404909"," 0;5079497941","0;61148855291","0;9994715","FALSE"
"4b32f10b293084e043e41717d0fbed5e","4b32f10b293084e043e41717d0fbed5e","-0;0099586305","0;36550860","-0;0272459542","0;97826356312","0;9994715","FALSE"
"a7e838b2ee2122250343adc867ac2459","a7e838b2ee2122250343adc867ac2459","-0;3439228727","0;24330612","-1;4135397469","0;15749708322","0;9994715","FALSE"
"78353b90fe463776e399dd3b77861232","78353b90fe463776e399dd3b77861232","-0;0485435835","0;36491741","-0;1330262188","0;89417264516","0;9994715","FALSE"
"c876cd5f4244cdf5693204a756290a9f","c876cd5f4244cdf5693204a756290a9f","-0;1342784131","0;30648480","-0;4381242135","0;66129624275","0;9994715","FALSE"
"aef85bc11bc2f94aa008348bc138c566","aef85bc11bc2f94aa008348bc138c566"," 0;3732298275","0;30825629"," 1;2107776543","0;22598063151","0;9994715","FALSE"
"59938d12579e3f630adebf741d4a3382","59938d12579e3f630adebf741d4a3382"," 0;0651504183","0;22664157"," 0;2874601466","0;77376001311","0;9994715","FALSE"
"848be6fb60b978ae49a229d4cb96cc33","848be6fb60b978ae49a229d4cb96cc33"," 0;4310590433","0;19238135"," 2;2406488087","0;02504883246","0;9994715","FALSE"
"c9e31ad6d049faf19fb4d981f9032907","c9e31ad6d049faf19fb4d981f9032907","-0;4132531792","0;48359820","-0;8545382825","0;39280680730","0;9994715","FALSE"
"14860e4ebe6dd630a38ac24ac0764f81","14860e4ebe6dd630a38ac24ac0764f81","-0;2994568232","0;40670124","-0;7363066365","0;46154410833","0;9994715","FALSE"
"383cd1ecc9d1eefa6362cb2b41af83c8","383cd1ecc9d1eefa6362cb2b41af83c8","-0;3153493373","0;25145305","-1;2541082257","0;20980267096","0;9994715","FALSE"
"cc8848f906c81d14fd77f99352ac14c1","cc8848f906c81d14fd77f99352ac14c1"," 0;4256959640","0;55187271"," 0;7713662102","0;44048989750","0;9994715","FALSE"
"93fec1ebcb231fca428195f9a9392f89","93fec1ebcb231fca428195f9a9392f89"," 0;0341086027","0;22767127"," 0;1498151380","0;88091046578","0;9994715","FALSE"
"7b76ea08a3300e7416f6e51923f0076b","7b76ea08a3300e7416f6e51923f0076b","-0;0779701043","0;24875325","-0;3134435604","0;75394369390","0;9994715","FALSE"
"edd89a150893713c2612805798905559","edd89a150893713c2612805798905559"," 0;1563885368","0;12493505"," 1;2517586633","0;21065781681","0;9994715","FALSE"
"d706b7cd7a4f0825d329f8c5bef7af35","d706b7cd7a4f0825d329f8c5bef7af35","-0;0189488990","0;32041064","-0;0591394178","0;95284106271","0;9994715","FALSE"
"c032c09a505693009ccdd604646c0c75","c032c09a505693009ccdd604646c0c75","-0;4106667997","0;16097562","-2;5511118039","0;01073798728","0;9994715","FALSE"
"60c60e7ab966cb4b4a9301d54972cb47","60c60e7ab966cb4b4a9301d54972cb47"," 0;2425915881","0;20701960"," 1;1718290975","0;24126567795","0;9994715","FALSE"
