"","feature.pa.pos","feature.pa.neg","contaminant"
"e364a71d4d253d1d692d1f1759c41e97",17,1,TRUE
"4c5e46ee7f098cb93d0a48744d22c6b8",4,1,TRUE
"1d9b0426399caa97c9da53a7183c0761",8,1,TRUE
"a34a5d4f3af7e2e74e181645cb040a35",16,2,TRUE
"7397216be128bb2d3c0bad25c20e0cd7",13,1,TRUE
"cd6b6ba4b6f75551a261b3df7ceb403b",19,1,TRUE
"f7d3f13dce24163cc887b0cde2f7b417",20,1,TRUE
"5156bb57ece1c58bfc0b3293541e3b7d",17,1,TRUE
"c722b8c50bdcf726e3f01e74256c353b",20,1,TRUE
"5557d080c9a99f6a8ec368329c65ff99",23,1,TRUE
"653a930e4b31d0c86afe1354ded7ae24",12,1,TRUE
"633fc7f49240e51c60b3a9225743cbeb",7,1,TRUE
"5ce982dddd0a74646b5991a42702ec5b",6,2,TRUE
"ee693aa09c1dbf1d4881ec05a8807f90",18,1,TRUE
"a39522c9d06ebcb9a9ee0b43caac93a3",20,1,TRUE
"483d69ee64bb26002a5830418958d47e",17,1,TRUE
"caa592a0d709de255abb9cd150671865",13,1,TRUE
"debceba088858dc9b0960b624a4479ca",18,1,TRUE
"a4fc225d27fa72552609e3399ac33267",6,1,TRUE
"2c8d55e86f9857c8227062d7772e2d38",13,1,TRUE
"1facb122e08b88660ffb39abfda1fe0d",10,1,TRUE
"1c18903523431673209284d1c00c28e4",15,1,TRUE
"ab7cee9076558646b592de3455f2a7f4",15,1,TRUE
"3b51b8cce9ce7493a0da2096db748e4b",17,1,TRUE
"ce57f7ce9ddb0fc21a2993eb7fc0b539",5,1,TRUE
"95b6a03a94665493b0a7055451fe2280",18,1,TRUE
"b5f0be3e04f038cd34a6b6a25be40b49",11,1,TRUE
"42abcdb8129e9dde1f8175f12fbb0ab6",22,1,TRUE
"975bc0778df3d30749fb3a76749300b5",12,1,TRUE
"fcd1b5b71a1daa28ee3e7963ea6a2513",11,1,TRUE
"634d616ab00dcb9a7dcc9503c0eb92bf",22,1,TRUE
"76d3efddc1e2bbe7f06fe2ce29381339",8,1,TRUE
"1db52022da9db02112b919ed6e81c4bf",17,1,TRUE
"4fbd15b24fdae6f552d2538cac374ca9",18,1,TRUE
"401f42ae556fd714bc76a77874c3755e",9,1,TRUE
"9c0b7d98e2d9811bedc97537d1b53332",17,1,TRUE
"848f49ddd7f1d8ce16cf275bec76338d",6,1,TRUE
"01a6f07f6c8832d818aac37f9bd36d30",11,1,TRUE
"5aff6245ff84fc274f8406414f0fce79",20,1,TRUE
"c9f1e26f9d4b2b9546d90e247e474e10",15,1,TRUE
"ca01e37c4499633200244d314bcd89b6",7,1,TRUE
"c84930b91956f959e2c8b146cb25fbc3",20,1,TRUE
"3496e938769181a5077da5384e504ddf",21,1,TRUE
"be7a2353a039f4d75bb550f8f5ad5f3b",15,1,TRUE
"d6cda04846b808932f77e326e604cc8e",21,1,TRUE
"df947f106d3360a00341d9b86481505a",17,1,TRUE
"2015f3d482790d83cae019736c6ad420",18,1,TRUE
"dacea8f94236c076db9419afa1cae56e",5,1,TRUE
"4d6d5208e00cabf98f55f05ab3c2e61c",21,1,TRUE
"00d0cc58dd5b6fe1d1ab5b3144d5b9e5",12,1,TRUE
"63ba9a261cf3a5cec155f667b4bb95f8",15,1,TRUE
"6b7de9bbf764a23f6853619922edc484",10,1,TRUE
"c78eb560030ac6fd2cebbb01bedc2a4e",19,1,TRUE
"bd642b40d48769f09aa66b0415f6d4f5",5,1,TRUE
"6404cd4563beaf4f49c04a7e926531e7",10,1,TRUE
"7cc962ba634cc37fd2960f283a74b7d7",6,1,TRUE
"20bf14b92f9d634372a85b2399bd493f",12,1,TRUE
"07802d27fdcafdfdc2620cfd62980104",9,1,TRUE
"c96c31344a48f08bcd549ea318bdaee4",12,1,TRUE
"95ab74f65592bcd8a7c75777dba04d9b",19,1,TRUE
"831db3814acf8cfa675409560d9e9db9",5,1,TRUE
"3de628b5b2b37e0b4aff0d2de67a7bd8",19,1,TRUE
"5845c3328f201496f4429a7d7d374be7",14,1,TRUE
"8b609906367685f965531b8750935282",18,1,TRUE
"bc63f4fb133abdda2485bdd97368b81c",6,1,TRUE
"36f1a11b91b36d7c9dfc21b0a22f71ed",9,2,TRUE
"b478afa06091d0cc07a811a11632b195",9,1,TRUE
"d2c01a557182d41a61690706de650e47",5,1,TRUE
"9ea85565f0638f5eda6cdd8fc2d5adfc",7,1,TRUE
"e6a45c3d87206d976e0138189e644e09",8,1,TRUE
"730244b6b2540055089a09c759d4af5f",15,1,TRUE
"d4e09fdc238ca203a5914c89631d6eb4",7,1,TRUE
"f3f3b23cf4adc7094a7e203006aa3c24",7,1,TRUE
"4b727ec015e56329b26267490cd16bcc",21,1,TRUE
"7406601af01e6c5e46c606b4fd2b7ed7",13,1,TRUE
"1ce3b5c96829d8cb521261bd139d23ae",10,1,TRUE
"53ad2bf228d6c7f06e1d93e7a7caf95a",8,1,TRUE
"8972e3aabb90b93825b8ca9bb334e449",10,1,TRUE
"b28f7f3f22a303b2413a6828001fd709",22,1,TRUE
"51c733150c3b1e0615c5394d916d5350",16,2,TRUE
"9587a013db433feee7797d59217e89b5",5,1,TRUE
"0f2d9b6be51c1885b9c4e62473bb617c",16,1,TRUE
"dbfc322b02dbf6a84d6f0f0dd123e13b",16,1,TRUE
"9f0c49727da34548cb56dfb63434941b",8,1,TRUE
"3dbb3c7154aa227435f9a15affb20f6c",9,1,TRUE
"de13514db9b03095cb5bd93cfc486aea",4,1,TRUE
"dfeafb3059aede81c23510d5feef180b",9,1,TRUE
"dc65b728023655ca27c1e9d1d8b1a436",9,1,TRUE
"5af9084a88ef885dc0efee76bf9d7d6c",23,1,TRUE
"8926439b28d64ee3b726da742f85f09d",23,1,TRUE
"46db7d5da9b34b2f6ee8650264900ec8",20,1,TRUE
"505d32eb6eea6e8774923e184a761b60",21,1,TRUE
"99a1698f72562d14ac88e7225b53dfc6",8,1,TRUE
"5bbb3826cec3a6987e0e7ceffed77f10",7,1,TRUE
"e7e752be626aa4080a5d4f1430ac75b8",8,1,TRUE
"0ad70b09111f7cc5fa9687e707831ff9",19,1,TRUE
"0a69d89666faf196e124ae9608d9895f",15,1,TRUE
"2bb48db97a8cfcaa935a909a295ffead",5,1,TRUE
"369d79aec0e680dbc3660bdad6b0f0c3",6,1,TRUE
"b06d8fc62a0b788cd74796480b7a7bdb",12,1,TRUE
"e2d200757424c27f4f887b7ecbff018f",2,1,TRUE
"4063ce30133d94fd8843062be7ead064",18,1,TRUE
"cb24be056add3d184c6f36026ea9481f",9,1,TRUE
"77f9a5f033cfaf34a525e1836a244629",11,1,TRUE
"636bbb23e0dcaf167e2b590177a19561",7,1,TRUE
"121afd043ba926fb9f5acda3f03e7f0f",7,1,TRUE
"a7ff240905455d8692ac3722bb728dd2",9,1,TRUE
"15d9c0202e43ba752eb9d8c640e9eb1c",13,1,TRUE
"58a46182b41fff364b6886804bd3f00b",6,1,TRUE
"ed69c655959021950ec418127e01a39c",22,1,TRUE
"762ca5c4205d33316e8cb5fbf165280b",2,1,TRUE
"e184b638c5ded2ea9fee78f0d21a16ad",13,1,TRUE
"550a065ab35cfa65ea292a01cd6b455c",20,1,TRUE
"e478d9de1e3669bf4e84739979b6ff2b",17,1,TRUE
"b960ad92f83e5ef9b74e4f9872d24665",4,1,TRUE
"cabdfd35d81bdb28483d384381cc3917",4,1,TRUE
"91832259aad9eef2a2c5da4a67743128",15,1,TRUE
"05effc7b4d576cebfd0e18869e24c089",11,1,TRUE
"6f9bc33811ed65485ef5cb6281162ed9",11,1,TRUE
"d21ea214992b0def1ce07c3c2ddcfd6e",18,1,TRUE
"0085bd79b82277842866e8c286fd8012",7,1,TRUE
"07d44a496b7f26865ddff42c73d4d170",14,1,TRUE
"aa1227498245a81cde6ac17a0b1bfb9b",14,1,TRUE
"cffcb22903273e31dff724a761a7b752",14,1,TRUE
"609d6e7acd505416ba82bd2d3e7d9311",19,1,TRUE
"12936ab8759ee55efcfae15bccee3fcb",13,1,TRUE
"854f43d52ee16a34dfe5b7048c7090df",12,1,TRUE
"b04d4343a56d08a2921c3663a9960d8a",14,1,TRUE
"04b585709697398325f1bdee34336e87",15,1,TRUE
"6ff985677a7218a16a2c86855d0717a6",8,1,TRUE
"efb1899d93bcfbf4afb96a959194d566",8,1,TRUE
"cdfc59242ed44efc899a6ea3db999245",10,1,TRUE
"8f9bb331127c19ac96b88beda8a8f073",12,1,TRUE
"99e82d80c0d4fd06f32dbf26a758c46d",11,1,TRUE
"f5fdbe9c7e2988f7de3c884d2ad98ae4",9,1,TRUE
"fde76475623d6aed3d6bc0586a49b306",18,1,TRUE
"e4405fbee0e9bf888cba17211a4af632",12,1,TRUE
"03f5d13dc0d459aeeb4c23dea0c6f26e",18,1,TRUE
"ace62a2fe500bbfc72144bb30f05455d",10,1,TRUE
"2c849a9a4e045ca825ec9072648b5892",3,1,TRUE
"af77d194433a576e9b2bc2a495347a02",9,1,TRUE
"2d5922b78ec8775dcc0055b0bb9916c3",7,1,TRUE
"9b4a5d30240b76a470e1ab9504955641",28,2,TRUE
"da5399d13e5415a246ebeed3cb99fcfa",17,1,TRUE
"96cf0d0d9c13c1772d9df8f6fc449a1f",14,1,TRUE
"53ce2946dd3f9ead7f323a291ce1e5e2",11,1,TRUE
"b2d09347f3804ea04a0d836cabe1bbc2",5,1,TRUE
"ea38acbf0a215a9381033d65249b3036",15,1,TRUE
"a60fd27b868d09e00874b7e244ed264a",13,1,TRUE
"0bba9dc5777737a50be7e0ca990ef095",10,1,TRUE
"418fd1de834c096d67a6fe41d0a9611c",12,1,TRUE
"f6e3fdc6ed8d448134074873dbaa3cb7",38,2,TRUE
"fcab1ef5f5c9f64d6071ed3a923915ad",23,1,TRUE
"531894cf092089a3fd47c3f22478b9ee",7,1,TRUE
"ecb33892cf674b1f4405070687cb12b3",16,1,TRUE
"3fdf781d7957d7ef784cd33d9ab060dd",14,1,TRUE
"e3da35b73fbe116ced7895542db99fb9",11,1,TRUE
"0f3f896ac7c7eec1c1a4b594340534f0",19,1,TRUE
"ec0d4ba9f90fe2b14e2fd8f00f575b5d",16,1,TRUE
"e2538afc95b8d649deecff0418795ea8",17,1,TRUE
"1bddc137b198df15c67fdc2e31d6e5da",6,1,TRUE
"67e6825296c8678cdd118409a04dee52",23,1,TRUE
"e620316ba09c03792378e8ad2ceec774",21,1,TRUE
"c1015b6acac6430617d402404c8373cb",8,1,TRUE
"c1f29519234f51b1c345da7a1312752e",19,1,TRUE
"88a2368f4b684faea3c104beb11f0c68",6,1,TRUE
"6f59a45d9e5867bc88f4868c9ba81dee",14,1,TRUE
"670fb564053b708ea4e3b078cffb9991",6,1,TRUE
"cc41d07746a762356b5e4239a6a1cf7e",4,1,TRUE
"4ec7fd415c78f5f4adcfacfec74d33d3",6,1,TRUE
"4fdfe00544510e06103fc3e4009b3cbc",5,1,TRUE
"f427cf7083999567bc174ce967a45358",4,1,TRUE
"bee6aaa8436fbc542c93909e9bec3291",20,1,TRUE
"0283325ad32de3e7f26cb1aef4db3c82",16,1,TRUE
"6e68fec4bb876dd0a9039c6203192dc0",22,1,TRUE
"fdb5d08be9e82c98fdae73ce0f08003b",10,1,TRUE
"fb0487fb9ccfa5fd6cf697f77c2492f1",12,1,TRUE
"1d9ff73ee2e4d5181a6a3a6893bb14ec",10,1,TRUE
"0fd4a59f11a26fd1536bc3bafef5209c",5,1,TRUE
"15da2934a2b358d553e057f8df9dd416",15,1,TRUE
"9ed4a6d0820491e0adaf3064bf19a1ab",6,1,TRUE
"f6bde5ea3b16770471c5cb135a6fe88a",9,1,TRUE
"19806c07f69f87de5867601a085c90f1",5,1,TRUE
"8c8eb981d8c5443c87abdf7a2b393973",1,1,TRUE
"92b75817f5aeb4f7942ca53592d6eb2a",15,1,TRUE
"b417014093b9e40970de81c71e68d0a9",21,1,TRUE
"5a48f64dd1d779857e791cfd77a0041e",23,1,TRUE
"9477942097159169b3bf35827d84d468",10,1,TRUE
"64abadf91da7840519559d0d61482d24",6,1,TRUE
"945dacf951f5a94dbad7bfba0ad3d097",18,1,TRUE
"bc627eac98e90156d9925737f018c5e8",8,1,TRUE
"97df8fcd1d07395ee1bd08e6ea8bd70a",15,1,TRUE
"2dd0ccfc0ae346d5e61facff3faf28e9",22,1,TRUE
"81c1f3f94100f4672d7786d5a5ff4e46",6,1,TRUE
"9e2db7d06e12fbaeac544029c75c7f55",22,1,TRUE
"21d72df00f743901654c797efc5f76cc",21,1,TRUE
"d602000ba1d105e4fbfc9629c25bea4c",14,1,TRUE
"e25dccc2361b96ad74ef529451f1554b",10,1,TRUE
"22968ecfdffb0db3d310559225e2aaf6",7,1,TRUE
"1d5b7fc1e5389d75b1bef13317a53d07",4,1,TRUE
"f638c192a2bc34aa9913109d9bcc23f0",16,1,TRUE
"44000f8704cfa3caba09e9edc624be63",16,1,TRUE
"9bfe23fb4b6223e146baaf402ba47cae",13,1,TRUE
"d23d0dcf154ca4d06db2dfa63369b63f",16,1,TRUE
"5d3b9a1cfb18a3ad42799a5d85dde1ea",8,1,TRUE
"0a8325ef01595f8dea2aa705ae12e12d",6,1,TRUE
"116570b38607a3c3275dac2ff97afb12",6,1,TRUE
"5988d43bc852ab9243b4057afd41c2f4",21,1,TRUE
"b983ecc9282c36e8cc601794d9e5af89",5,1,TRUE
"a023c37c374ef4891d687c4c83006751",9,1,TRUE
"d7bd5177c3e2942051072da909d6ae05",6,1,TRUE
"8bc2a23c56a3756eb246ff9c2595e746",5,1,TRUE
"d6306129b8b135d2f9f0072efc8b5ad4",2,1,TRUE
"84c1a8a6d0891a84aee2f02dca9537e2",5,1,TRUE
"0cb4dc53e474e7a3e721d276773c04a0",16,1,TRUE
"01b345a858d8d3a5062785aa77e3b0e1",7,1,TRUE
"140c59a8b7b507a28d5b1304304a7378",13,1,TRUE
"16ef7adf805718ffefdfab600d39fed5",11,1,TRUE
"d04d41d597575c07d925433e0eb8d34c",5,1,TRUE
"180d334eca4f6a0de65b3df1d432f4af",21,1,TRUE
"e9274bed4e568fdd93b3f0e6ae2b71a2",18,1,TRUE
"80c0a6cd9d52ae1cc56ab85477808d78",14,1,TRUE
"d1fbc00f7a0f7adea53414b1a5ed8b0b",18,1,TRUE
"42fe311f82f4f92d42cde97d833a4b1f",10,1,TRUE
"0a595319207d270327c6ac76fcc2d370",11,1,TRUE
"3878dedac83420670690708f650b9dde",9,1,TRUE
"7effb617509981e7f3a2582c8475acda",11,1,TRUE
"51d23286ea8c4518c23e0f750c32bae4",10,1,TRUE
"fb26c4ecf7e71d3e5adc49408e6a1c85",7,1,TRUE
"38f59af436c8e697b6ba87b51032d915",12,1,TRUE
"a7b1200167c2294c8833495b157f7a18",4,1,TRUE
"f045a01490421dfbe96495a8f4765a22",3,1,TRUE
"257062b805469463166647cd6ffacaa9",21,1,TRUE
"dd5ade373940091452be2edaf0bf00ec",14,1,TRUE
"219b3fdd99015ef39f5faaedccf8d579",13,1,TRUE
"bf39051aa70152f5ff585331f908b597",13,1,TRUE
"0ce78944fe44d658c4ecc7ed629b10b5",11,1,TRUE
"7776176c8091b2a41e5cba9f40f49973",7,1,TRUE
"3958f153be3c5f0fd3ffc93f39f11b29",8,1,TRUE
"afcf8f31d9cf58361dd7bfe9f4955de2",7,1,TRUE
"6b1a09197ac246129e8e28fdf76e740c",6,1,TRUE
"b37fb9addd6f70e46d863d795a5cc939",17,1,TRUE
"de157f4e263f8f3b03a6cef1b4909caa",7,1,TRUE
"1611854dd508901ae54de8e2bc7ead73",13,1,TRUE
"f2953fe6b4b7662a2305e411223e4967",11,1,TRUE
"be24a2e32caedf2db0bd8cb968749968",14,1,TRUE
"6e84dca0a53871e786c3bc730242e733",19,1,TRUE
"a81018e37b0ae2eb847222ee2cc6aeb2",6,1,TRUE
"9b663ff15a43723a99b739311dc0448e",12,1,TRUE
"b5d01037c79154b4e30294c4e4bdb641",8,1,TRUE
"d269258c52bcfc89cb5016efbb42ccda",22,1,TRUE
"e26d21b6c4eacc3734c4e7891ea0d2b7",6,1,TRUE
"7485fdd2c113a5c525b25515d742c2da",9,1,TRUE
"e96d5592ffdc0d1a2e618ce5a840b01e",19,1,TRUE
"e6add20341ee79f6d58df679b69e1f4c",20,1,TRUE
"51d664700538b6916aaccc2f2040ab98",6,1,TRUE
"586ff02977fe1d55f5fa7a34628e55bb",15,1,TRUE
"d26a15961b3199d96f0f9618e8048613",9,1,TRUE
"151993aa66bebe5438f4848ef3b8ee03",12,1,TRUE
"5363232c07730ce590a152df49a486d3",8,2,TRUE
"557e47cba8961040db3afd3a730eb55a",18,1,TRUE
"ee08ce3dbb338d437f1f7848e7d2cf2a",8,1,TRUE
"179f11439964bada4b92957963785d5c",12,1,TRUE
"b09edbf03bc9df9dd217d0cd7d98e90d",6,1,TRUE
"f400a87b7e78d551badc8f939482f959",4,1,TRUE
"947dc63c195ca7a2179dacdcd387ccc6",12,1,TRUE
"44f04559430fc774a549a8722e64d386",8,1,TRUE
"f2613316daae475a9f6270fc0985aa7c",18,1,TRUE
"1032a6e8a24c95024e9a62d8765eb3fa",23,1,TRUE
"2f275cb795efa914e87b87b41fb992d6",9,1,TRUE
"9c2bb6b69225191406d4396c259d08b7",12,1,TRUE
"e74d3d7e348169c1ba0c8b1634c7f5bf",11,1,TRUE
"ad4a508fec2eeaf40ba31b57b655727c",10,1,TRUE
"f74245ee301a7c2911b38c5a069fc872",6,1,TRUE
"a0ca8cbc3d1d7cf968a2149273f1b450",6,1,TRUE
"1e456f33f730245ccd351ce1b6108179",4,1,TRUE
"47c4d08bc5970f2cb1e038cac9464824",13,1,TRUE
"f78a1506d4b570cc6ddef2a7f60f5aa2",10,1,TRUE
"d1bb5c52ed5284e0e14871cc05f5b499",7,1,TRUE
"6377f9aa569aafdaf432a94535bb6219",5,1,TRUE
"2ee75769fbc38e5285051f20ffbb7244",7,1,TRUE
"a8dd2c9533c688625d00f471d45e4b45",14,1,TRUE
"641db1157648a018a5814901aeab0c85",11,1,TRUE
"4c591309f1f6df69e62bf7714c855bfc",20,1,TRUE
"162c65be25212d6b31ed91b80e5ac877",15,1,TRUE
"4ae1852f8ce5d4f2dc4c9ab8442cd688",16,1,TRUE
"9d6a6bddd1be19046152a48bf8c6b052",13,1,TRUE
"3a7ee125f2266ae93765c3513e29377b",9,1,TRUE
"0a6da022d94b45ba78eea9f76b5f5cdb",3,1,TRUE
"ea457fa7649b938fb1643b792e2c68fc",8,1,TRUE
"2ad755fe1b4482b323e0c7873e2ddb20",12,1,TRUE
"30ff1804cd171fa028f3150824b7f68c",15,1,TRUE
"24800ac8d216fdbb8e428ba1fb086af2",7,1,TRUE
"d9de96195b91cd91b18b03f6a0f20215",15,1,TRUE
"55102ca5e1c2f48659923d863397e078",23,1,TRUE
"cf0757f21c54e129e546150d33ceb442",8,1,TRUE
"698a76b3ed88d95530059fd54a29c9c4",9,3,TRUE
"168359172f2cd455a06681bc7fe51f80",15,1,TRUE
"a095f0002382192c9e88147d75644b7e",7,1,TRUE
"e6bc9092d89c2aabeb52a653d7930261",3,1,TRUE
"73469c7f5504884cef4760841878b9a1",5,1,TRUE
"78c20af69808e1b4fe819e1340758de7",14,1,TRUE
"a8f11ebfba8637e845fb75df34991407",8,1,TRUE
"5f237872a602dc69e33f208b1b0e2b72",12,1,TRUE
"dc5686e697025e0c51f3f7edba881580",14,1,TRUE
"707daab370e4dff32ac0aed8ac9bf16d",5,1,TRUE
"909bf707795f3995c0f20568651a9bc8",6,1,TRUE
"b2ded44ffc4c5cb9f3a6566e9e75ff64",12,1,TRUE
"c12df8d4ea4e205b2248a454147d8b8d",17,1,TRUE
"5b85ac4e0c7eae0da1002f7e0765a5db",3,1,TRUE
"528be591e0e21971c23cba32844c70c2",14,1,TRUE
"1e42afa6c2dedc52ef7f77b68d90567d",3,1,TRUE
"52697300cff6772ab2ea8376d08b4a2d",3,1,TRUE
"203f6a3d3794a5668bb2830aa655873d",15,1,TRUE
"c0e9c1bf4898322b55a35e2ebab96b51",7,1,TRUE
"2e28456912099fbbd8d033a4d6c6abaa",11,1,TRUE
"37ca8de214f2061ada4274813b50eb31",12,1,TRUE
"792b560faf7a89bd164513d3c79a8179",17,1,TRUE
"d3b096f4b430ba566f05dba6f9c38ef5",18,1,TRUE
"2236d1934b4d1226ce77d5aac69fb165",9,1,TRUE
"64ea419746b6ee683080cdc7aa7641a4",8,1,TRUE
"1faa78efadbea90cd5ab6a7813a8616c",12,1,TRUE
"eee1ea14dff2b2d27d2725159541a24a",8,1,TRUE
"7aa8ff8c3778d46f50ae674c0b86a472",8,1,TRUE
"5d21bd10f0be40176ed49fc954325130",9,1,TRUE
"b22ef0be135e68e1e1f3a2ab6bb143a3",15,1,TRUE
"da2c12b49811d9f67f46a6db2b546f3a",22,1,TRUE
"17b9de2cf1312b7724d49a913b1374ea",8,1,TRUE
"63dd3f8ca58ee374a56441be04b0b137",19,1,TRUE
"022640bf7688626f2e6dc9035c5051a7",11,1,TRUE
"1308545c6eeef8b9b8ecb2db33cde3e5",7,1,TRUE
"3ab565e0efbf7270a05241a4ad0b0067",15,2,TRUE
"47084df9dae7d70523b38b1219419e21",3,1,TRUE
"e2baa29555f6f0f7f9439394ab8d70ed",3,1,TRUE
"4dca9a7f9956ed6ca11faa56f62cf6dc",22,1,TRUE
"dae622966ad3375d8d6212d997386ec6",11,1,TRUE
"dc2ba91cfae18393ee7b15097e855d5c",12,1,TRUE
"46ed67b3c94183154b6bc4225384bdba",23,1,TRUE
"f95984a3a2cc8c72274ef522b4af0d5b",7,1,TRUE
"90a93b0932d0892e321988d3553ce977",6,1,TRUE
"63046d1a6c46366353044212608ceafd",6,1,TRUE
"c041dae4214ce6185bad5819d6c929b3",10,1,TRUE
"b62b064953ae5ee6b57002dd1e16b13f",11,1,TRUE
"f37bf7b4950c9aa478d2f881e88a1ee8",10,1,TRUE
"5bb6b8340b25f5b0b2ff2b5bf082b784",14,1,TRUE
"653e3a92c1afc2c3e79f46759243036d",9,1,TRUE
"da9babdeff4e8981fe629d2d36d9c6f0",7,1,TRUE
"7a3b245a062e2a26e8424d59d72015b0",14,1,TRUE
"b9a425e930b7ed0a5d6036909790a9f2",12,1,TRUE
"4ab656b533b6c2bf73c28a06c095cdeb",23,1,TRUE
"ccd76cf7e0c91aec681c98dfb187d753",10,1,TRUE
"5297bf01ce4c257731439b30308d8349",3,1,TRUE
"1b879dd5706a7315214b8de7a80a6cb7",15,1,TRUE
"7a389938be677de5a8840f7f5238523b",18,1,TRUE
"ebb74c504cabac1ac5f30ae2f135ea30",12,1,TRUE
"96e9883aa6ce6493751187ad6865c62c",22,1,TRUE
"45acbb3f479443160043c4ca290bb6a7",11,1,TRUE
"cdb4aa01d270711d9f666df8c0b422c7",3,1,TRUE
"f7c24aab6ec1e5d674f31f724f637c9f",12,1,TRUE
"5879c05a68874b96e94c34c7d9dd144b",7,1,TRUE
"024d10bbdf0c76aea056385db416a43f",6,1,TRUE
"f09de7c9eb77f994ae9e5c2f370e2529",3,1,TRUE
"7fea9b1bcd4ea5d3cef51ad114249560",11,1,TRUE
"cdbb3b2b1816e5c41c477ed27ffbd7af",6,1,TRUE
"9d0d4b73db38506b1582fd578e187c19",7,1,TRUE
"b1dba599428594a35951ed1d48d5f7eb",7,1,TRUE
"96dc41f76854458816d101a67bf8b102",11,1,TRUE
"68ba69cd53a8cb815937cbb9ae146571",11,1,TRUE
"450bdcfaed231a84bcd7e942714ccc2f",11,1,TRUE
"625a62372118108a98a39c17d91bff33",17,1,TRUE
"57b32b13459ecdecd750d6dac8ce62a5",15,1,TRUE
"455a407197aec10c77d48c6182692c72",20,1,TRUE
"6765b42894f0de7d8125a74e059bcfe0",9,1,TRUE
"85b477e197a89e28d00f9d0102e0ba0d",17,1,TRUE
"72c0fa2b35b2957a7cdcaac60f4c9582",16,1,TRUE
"d94df943fa76fb0cdf10de3b9fc09a12",13,1,TRUE
"56be6d81c635599e89599b06e8c3564b",11,1,TRUE
"8990246a77cd3651503b3ce84e13d7be",21,1,TRUE
"e57c5484953732b7fd267a4d0b08fa16",5,1,TRUE
"9ce6b43c3fcd328968cdde5832893862",8,1,TRUE
"2f66173d6fc4e33df014dcef446bc245",10,3,TRUE
"0100647b58f261018063a3d320598882",22,1,TRUE
"7d25946d76f2f4593f9ba346ca2e7eb0",10,1,TRUE
"c9a9a0de747618ee48abfc384fff8c90",19,1,TRUE
"87f5c20c78044aea217814ac2f684b52",10,1,TRUE
"f3147470e25bc8e6b37fb619406a2244",19,1,TRUE
"056834e6db436125e3983f8076b908bb",10,1,TRUE
"d96b12aaaa0eb7836e350409adbb8096",14,1,TRUE
"93cce9e7a270eeae14e5010f86685020",11,1,TRUE
"f0d88263264eb2e5b8371e6c6849b153",9,1,TRUE
"d245ecfb55a1f3ee4910fdb9c7c852d0",4,1,TRUE
"32df4101303101c967dca2077a95e305",4,1,TRUE
"0bba98010cef0726b80ecace689c76f3",8,1,TRUE
"156cf6a7da152ea6422412c54c50d8b4",18,1,TRUE
"9767fb134c722fad2fd275d7a4913256",18,1,TRUE
"2c76d8d42b7619ea28a3fb22e82b6917",19,1,TRUE
"bf43af35841c4374cbdeb88a38c4cff7",14,1,TRUE
"3c6e8f0c5a3238ce71a19f9270da9c8a",10,1,TRUE
"25a4d9e705e653f3d6f3bd5eb8d9d2ae",15,1,TRUE
"afc54a6b340de24b45a10614ec1e2f21",12,1,TRUE
"7c8c1db1f0927170aef1b9d06f0f57e9",6,1,TRUE
"6ad911c49dfe79b5b2a068d68763475a",11,1,TRUE
"6de064ef911960cc8e7c72403b87f088",6,1,TRUE
"d8642c323e64a12fb132ebc1bb923a58",17,1,TRUE
"92284fca418f8999b78b77104dfbb3c7",9,1,TRUE
"8175985b899ef4f600dbbbd3cd73466f",23,1,TRUE
"b6bbaceabe3f3fb27cf79deabfcbc058",4,1,TRUE
"6673d18e6f4fe9bd4c2cf3cc34724a9e",17,1,TRUE
"a32a2511ba6dea87936cf9a1a2e0ad53",2,1,TRUE
"a19d49b485b0e75dd0d7240fe1db676b",8,1,TRUE
"05d45b5780859dbd6b4e30ed03afbaae",8,1,TRUE
"50219d8f44323ca5ab625519f0453c5a",10,1,TRUE
"e74447dac2ba3820a7f983050cf99588",8,1,TRUE
"f222b3e139996ca5fa0bab99f2def8be",12,1,TRUE
"a1095460e6b9379f6a7232738cc0844e",8,1,TRUE
"680becef4473d24fe063c5bf5b14236f",20,1,TRUE
"976e546f3c3b858287523372d22eaf26",13,1,TRUE
"93dfe607f9067de4ff60cf96fa3ed516",13,1,TRUE
"45b96a2f35ab7094b3192cd027a5142d",13,1,TRUE
"80470a92dc0abbbacc43bb93f221f829",9,1,TRUE
"efc916492b839c4d42f87f31b7de4da9",4,1,TRUE
"ff32c7b7bc19e55fd583adff5a919eaa",11,1,TRUE
"fba883d4106f9aa1f3f29c3cbba4c5ff",8,1,TRUE
"b559d85581629bb27b12da2e97a6be4e",6,1,TRUE
"5037fb8179e2c4465e36b71953dba6ac",1,1,TRUE
"df4ca5011d272f2aa240decc218d3c47",16,1,TRUE
"92570835d57d1a16c6f3fb86a60ef0c7",10,1,TRUE
"dd72c1bcda69fb4a87ed2c14b8cb844b",13,1,TRUE
"552b6822c4609bcdbc775c6438b98ff3",16,1,TRUE
"28004f325332f1748271c847ec0fd8bb",8,1,TRUE
"9d3e7da08ec6f2258aaba9c2d77acb17",16,1,TRUE
"d4acab633ffbbe4fbe039fe3bd89e91a",5,1,TRUE
"dd7d42d03f0b7dca148bcca4208f328e",2,1,TRUE
"16a94767635bdbd3d7be07e9119db696",13,1,TRUE
"35f73fd07ad71810aeb8b9b1ec20bc18",12,1,TRUE
