sampleid	Sample_Name	Feature_count	Condition	Field	Root_weight	GPSN	GPSW	Severity_plant	Severity_leaf	Nodules	Comments	Batch	Sample_or_control
F3B1	F3B1	72954	Soil	3	NA	37,649927	-87,937627	NA	NA	Unknown	NA	4	Sample
F3B10	F3B10	66744	Soil	3	NA	37,64961	-87,93852	NA	NA	Unknown	NA	6	Sample
F3B2	F3B2	113813	Soil	3	NA	37,650195	-87,937868	NA	NA	Unknown	NA	6	Sample
F3B3	F3B3	89929	Soil	3	NA	37,650189	-87,938688	NA	NA	Unknown	NA	4	Sample
F3B4	F3B4	61004	Soil	3	NA	37,650267	-87,939255	NA	NA	Unknown	NA	6	Sample
F3B5	F3B5	49933	Soil	3	NA	37,650056	-87,939301	NA	NA	Unknown	NA	6	Sample
F3B6	F3B6	86474	Soil	3	NA	37,650056	-87,939301	NA	NA	Unknown	NA	4	Sample
F3B7	F3B7	74184	Soil	3	NA	37,649649	-87,939032	NA	NA	Unknown	NA	6	Sample
F3B8	F3B8	99215	Soil	3	NA	37,649649	-87,939032	NA	NA	Unknown	NA	4	Sample
F3B9	F3B9	87372	Soil	3	NA	37,64961	-87,93852	NA	NA	Unknown	NA	4	Sample
F4B1	F4B1	62990	Soil	4	NA	37,728131	-87,946365	NA	NA	Unknown	NA	6	Sample
F4B10	F4B10	86557	Soil	4	NA	37,727339	-87,945323	NA	NA	Unknown	NA	4	Sample
F4B2	F4B2	78987	Soil	4	NA	37,72826	-87,946225	NA	NA	Unknown	NA	4	Sample
F4B3	F4B3	55862	Soil	4	NA	37,728074	-87,946045	NA	NA	Unknown	NA	6	Sample
F4B4	F4B4	91128	Soil	4	NA	37,727827	-87,945811	NA	NA	Unknown	NA	4	Sample
F4B5	F4B5	57075	Soil	4	NA	37,72759	-87,94582	NA	NA	Unknown	NA	6	Sample
F4B6	F4B6	97133	Soil	4	NA	37,727444	-87,945605	NA	NA	Unknown	NA	4	Sample
F4B7	F4B7	104863	Soil	4	NA	37,727759	-87,945329	NA	NA	Unknown	NA	4	Sample
F4B8	F4B8	92246	Soil	4	NA	37,727759	-87,945329	NA	NA	Unknown	NA	4	Sample
F4B9	F4B9	82367	Soil	4	NA	37,727339	-87,945323	NA	NA	Unknown	NA	6	Sample
