sampleid	Sample_Name	Feature_count	Condition	Field	Root_weight	GPSN	GPSW	Severity_plant	Severity_leaf	Nodules	Comments	Batch	Sample_or_control
NS.1671.002.FLD_ill_041_i7...IDT_i5_6.F1D15_16S_L001_R1_001.fastq.gz	F1D15	78143	Infected	1	4,983575	37,652333	-87,94305	1	1	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_042_i7...IDT_i5_6.F1D16_16S_L001_R1_001.fastq.gz	F1D16	62732	Infected	1	6,966775	37,652333	-87,94305	1	3	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_043_i7...IDT_i5_6.F1D17_16S_L001_R1_001.fastq.gz	F1D17	42799	Infected	1	9,823075	37,652333	-87,94305	1	3	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_044_i7...IDT_i5_6.F1D18_16S_L001_R1_001.fastq.gz	F1D18	46234	Infected	1	6,219075	37,652333	-87,94305	1	2	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_001_i7...IDT_i5_1.F1D19_16S_L001_R1_001.fastq.gz	F1D19	96149	Infected	1	5,682475	37,652263	-87,942768	1	2	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_100_i7...IDT_i5_3.F1D2_16S_L001_R1_001.fastq.gz	F1D2	83533	Infected	1	1,873675	37,652203	-87,94332	1	1	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_075_i7...IDT_i5_11.F1D20_16S_L001_R1_001.fastq.gz	F1D20	79240	Infected	1	6,544775	37,652263	-87,942768	1	1	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_063_i7...IDT_i5_8.F1D21_16S_L001_R1_001.fastq.gz	F1D21	90039	Infected	1	6,262975	37,652158	-87,941629	1	2	Unknown	NA	8	Sample
NS.1671.002.FLD_ill_076_i7...IDT_i5_11.F1D22_16S_L001_R1_001.fastq.gz	F1D22	61947	Infected	1	3,850575	37,652158	-87,941629	1	1	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_045_i7...IDT_i5_6.F1D23_16S_L001_R1_001.fastq.gz	F1D23	49225	Infected	1	5,226475	37,652158	-87,941629	1	1	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_046_i7...IDT_i5_6.F1D24_16S_L001_R1_001.fastq.gz	F1D24	48897	Infected	1	5,785475	37,652158	-87,941629	1	2	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_077_i7...IDT_i5_11.F1D25_16S_L001_R1_001.fastq.gz	F1D25	64128	Infected	1	9,668575	37,652182	-87,940915	1	2	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_002_i7...IDT_i5_1.F1D26_16S_L001_R1_001.fastq.gz	F1D26	70225	Infected	1	3,844075	37,652182	-87,940915	1	1	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_064_i7...IDT_i5_8.F1D27_16S_L001_R1_001.fastq.gz	F1D27	83748	Infected	1	8,733775	37,652182	-87,940915	1	2	Unknown	NA	8	Sample
NS.1671.002.FLD_ill_078_i7...IDT_i5_11.F1D28_16S_L001_R1_001.fastq.gz	F1D28	65626	Infected	1	3,022175	37,652005	-87,940043	1	1	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_003_i7...IDT_i5_1.F1D29_16S_L001_R1_001.fastq.gz	F1D29	92024	Infected	1	7,305575	37,652054	-87,939619	1	2	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_075_i7...IDT_i5_10.F1D3_16S_L001_R1_001.fastq.gz	F1D3	68883	Infected	1	4,514175	37,652203	-87,94332	1	1	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_065_i7...IDT_i5_9.F1D30_16S_L001_R1_001.fastq.gz	F1D30	83339	Infected	1	10,136075	37,652202	-87,940276	1	3	Unknown	NA	8	Sample
NS.1671.002.FLD_ill_101_i7...IDT_i5_3.F1D4_16S_L001_R1_001.fastq.gz	F1D4	93870	Infected	1	2,045975	37,652203	-87,94332	1	2	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_028_i7...IDT_i5_5.F1D5_16S_L001_R1_001.fastq.gz	F1D5	58953	Infected	1	2,835175	37,652203	-87,94332	1	1	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_005_i7...IDT_i5_2.F1D6_16S_L001_R1_001.fastq.gz	F1D6	106714	Infected	1	5,465175	37,652203	-87,94332	1	1	Unknown	NA	10	Sample
NS.1671.002.FLD_ill_029_i7...IDT_i5_5.F1D7_16S_L001_R1_001.fastq.gz	F1D7	69644	Infected	1	1,104975	37,652203	-87,94332	1	1	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_030_i7...IDT_i5_5.F1D8_16S_L001_R1_001.fastq.gz	F1D8	65590	Infected	1	3,396575	37,652203	-87,94332	1	2	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_031_i7...IDT_i5_5.F1D9_16S_L001_R1_001.fastq.gz	F1D9	63224	Infected	1	2,910475	37,652203	-87,94332	1	3	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_032_i7...IDT_i5_5.F2D1_16S_L001_R1_001.fastq.gz	F2D1	96274	Infected	2	1,632475	37,736775	-87,945451	3	4	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_051_i7...IDT_i5_7.F2D10_16S_L001_R1_001.fastq.gz	F2D10	52561	Infected	2	4,030275	37,735598	-87,946161	2	3	Unknown	Intertwined	7	Sample
NS.1671.002.FLD_ill_052_i7...IDT_i5_7.F2D11_16S_L001_R1_001.fastq.gz	F2D11	45681	Infected	2	3,708875	37,736278	-87,947569	1	1	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_106_i7...IDT_i5_4.F2D12_16S_L001_R1_001.fastq.gz	F2D12	108129	Infected	2	2,287475	37,736278	-87,947569	1	3	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_081_i7...IDT_i5_12.F2D13_16S_L001_R1_001.fastq.gz	F2D13	82854	Infected	2	6,455075	37,736278	-87,947569	2	3	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_053_i7...IDT_i5_7.F2D14_16S_L001_R1_001.fastq.gz	F2D14	59716	Infected	2	2,721375	37,735938	-87,946994	1	4	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_054_i7...IDT_i5_7.F2D15_16S_L001_R1_001.fastq.gz	F2D15	52434	Infected	2	2,010575	37,735938	-87,946994	1	3	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_037_i7...IDT_i5_6.F2D16_16S_L001_R1_001.fastq.gz	F2D16	81338	Infected	2	2,155175	37,735938	-87,946994	1	1	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_038_i7...IDT_i5_6.F2D17_16S_L001_R1_001.fastq.gz	F2D17	62479	Infected	2	2,883775	37,735935	-87,946845	3	3	Unknown	Intertwined	11	Sample
NS.1671.002.FLD_ill_039_i7...IDT_i5_6.F2D18_16S_L001_R1_001.fastq.gz	F2D18	83079	Infected	2	3,934075	37,735935	-87,946845	1	3	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_055_i7...IDT_i5_7.F2D19_16S_L001_R1_001.fastq.gz	F2D19	66537	Infected	2	5,505275	37,735935	-87,946845	1	2	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_104_i7...IDT_i5_3.F2D2_16S_L001_R1_001.fastq.gz	F2D2	77758	Infected	2	6,119275	37,736775	-87,945451	3	3	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_056_i7...IDT_i5_7.F2D20_16S_L001_R1_001.fastq.gz	F2D20	81626	Infected	2	4,787775	37,735935	-87,946845	1	2	Unknown	Intertwined	7	Sample
NS.1671.002.FLD_ill_040_i7...IDT_i5_6.F2D21_16S_L001_R1_001.fastq.gz	F2D21	116585	Infected	2	4,708975	37,73643	-87,946181	1	2	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_041_i7...IDT_i5_7.F2D22_16S_L001_R1_001.fastq.gz	F2D22	89046	Infected	2	5,672275	37,73643	-87,946181	1	3	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_057_i7...IDT_i5_8.F2D23_16S_L001_R1_001.fastq.gz	F2D23	89331	Infected	2	2,863075	37,73643	-87,946181	1	2	Unknown	NA	7	Sample
NS.1671.002.FLD_ill_042_i7...IDT_i5_7.F2D24_16S_L001_R1_001.fastq.gz	F2D24	62144	Infected	2	4,997675	37,73643	-87,946181	1	3	Unknown	Intertwined	11	Sample
NS.1671.002.FLD_ill_043_i7...IDT_i5_7.F2D25_16S_L001_R1_001.fastq.gz	F2D25	99713	Infected	2	2,396775	37,736424	-87,946592	3	3	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_044_i7...IDT_i5_7.F2D26_16S_L001_R1_001.fastq.gz	F2D26	72903	Infected	2	8,283075	37,736424	-87,946592	2	3	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_082_i7...IDT_i5_12.F2D27_16S_L001_R1_001.fastq.gz	F2D27	80044	Infected	2	4,611475	37,736424	-87,946592	3	4	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_045_i7...IDT_i5_7.F2D28_16S_L001_R1_001.fastq.gz	F2D28	80208	Infected	2	3,809075	37,736424	-87,946592	3	3	Unknown	Intertwined	11	Sample
NS.1671.002.FLD_ill_107_i7...IDT_i5_4.F2D29_16S_L001_R1_001.fastq.gz	F2D29	89086	Infected	2	4,017075	37,736642	-87,947127	2	3	Unknown	Intertwined	1	Sample
NS.1671.002.FLD_ill_079_i7...IDT_i5_11.F2D3_16S_L001_R1_001.fastq.gz	F2D3	88196	Infected	2	3,662875	37,736775	-87,945451	3	3	Unknown	Worm	13	Sample
NS.1671.002.FLD_ill_083_i7...IDT_i5_12.F2D30_16S_L001_R1_001.fastq.gz	F2D30	83731	Infected	2	4,303375	37,736642	-87,947127	1	3	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_033_i7...IDT_i5_6.F2D4_16S_L001_R1_001.fastq.gz	F2D4	83585	Infected	2	1,350875	37,736137	-87,946136	2	3	Unknown	Intertwined	11	Sample
NS.1671.002.FLD_ill_105_i7...IDT_i5_4.F2D5_16S_L001_R1_001.fastq.gz	F2D5	106954	Infected	2	3,141475	37,736137	-87,946136	2	3	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_034_i7...IDT_i5_6.F2D6_16S_L001_R1_001.fastq.gz	F2D6	66223	Infected	2	3,667275	37,735598	-87,946161	4	4	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_035_i7...IDT_i5_6.F2D7_16S_L001_R1_001.fastq.gz	F2D7	57893	Infected	2	4,124875	37,735598	-87,946161	1	1	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_036_i7...IDT_i5_6.F2D8_16S_L001_R1_001.fastq.gz	F2D8	61507	Infected	2	5,680975	37,735598	-87,946161	2	2	Unknown	Intertwined	11	Sample
NS.1671.002.FLD_ill_080_i7...IDT_i5_11.F2D9_16S_L001_R1_001.fastq.gz	F2D9	71307	Infected	2	3,191475	37,735598	-87,946161	2	2	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_012_i7...IDT_i5_2.F3D1_16S_L001_R1_001.fastq.gz	F3D1	66326	Infected	3	2,691575	37,649927	-87,937627	1	2	Unknown	Intertwined	5	Sample
NS.1671.002.FLD_ill_085_i7...IDT_i5_11.F3D10_16S_L001_R1_001.fastq.gz	F3D10	81938	Infected	3	4,344575	37,65035	-87,938843	2	2	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_086_i7...IDT_i5_11.F3D11_16S_L001_R1_001.fastq.gz	F3D11	72763	Infected	3	1,371575	37,65035	-87,938843	4	4	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_014_i7...IDT_i5_2.F3D12_16S_L001_R1_001.fastq.gz	F3D12	69018	Infected	3	4,753175	37,65035	-87,938843	2	2	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_108_i7...IDT_i5_4.F3D13_16S_L001_R1_001.fastq.gz	F3D13	87896	Infected	3	12,523075	37,650189	-87,938688	2	3	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_015_i7...IDT_i5_3.F3D14_16S_L001_R1_001.fastq.gz	F3D14	67938	Infected	3	11,450775	37,650189	-87,938688	4	4	Unknown	NA	10	Sample
NS.1671.002.FLD_ill_053_i7...IDT_i5_8.F3D15_16S_L001_R1_001.fastq.gz	F3D15	58007	Infected	3	7,431975	37,650189	-87,938688	3	3	Unknown	Intertwined	12	Sample
NS.1671.002.FLD_ill_054_i7...IDT_i5_8.F3D16_16S_L001_R1_001.fastq.gz	F3D16	59189	Infected	3	4,022675	37,650189	-87,938688	2	3	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_138_i7...IDT_i5_8.F3D17_16S_L001_R1_001.fastq.gz	F3D17	87652	Infected	3	15,712675	37,650267	-87,939255	4	4	Unknown	NA	2	Sample
NS.1671.002.FLD_ill_109_i7...IDT_i5_4.F3D18_16S_L001_R1_001.fastq.gz	F3D18	87167	Infected	3	9,676675	37,650267	-87,939255	1	1	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_055_i7...IDT_i5_8.F3D19_16S_L001_R1_001.fastq.gz	F3D19	77683	Infected	3	11,681575	37,650267	-87,939255	3	3	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_082_i7...IDT_i5_11.F3D2_16S_L001_R1_001.fastq.gz	F3D2	71931	Infected	3	4,700275	37,649927	-87,937627	1	1	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_110_i7...IDT_i5_4.F3D20_16S_L001_R1_001.fastq.gz	F3D20	72119	Infected	3	5,509675	37,650267	-87,939255	1	1	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_016_i7...IDT_i5_3.F3D21_16S_L001_R1_001.fastq.gz	F3D21	76821	Infected	3	8,194775	37,650056	-87,939301	2	3	Unknown	NA	10	Sample
NS.1671.002.FLD_ill_056_i7...IDT_i5_8.F3D22_16S_L001_R1_001.fastq.gz	F3D22	71267	Infected	3	6,764475	37,650056	-87,939301	2	3	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_057_i7...IDT_i5_9.F3D23_16S_L001_R1_001.fastq.gz	F3D23	80430	Infected	3	10,119075	37,650056	-87,939301	3	4	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_017_i7...IDT_i5_4.F3D24_16S_L001_R1_001.fastq.gz	F3D24	77057	Infected	3	6,763875	37,650056	-87,939301	1	2	Unknown	NA	10	Sample
NS.1671.002.FLD_ill_018_i7...IDT_i5_4.F3D25_16S_L001_R1_001.fastq.gz	F3D25	74829	Infected	3	5,419975	37,649649	-87,939032	1	2	Unknown	NA	10	Sample
NS.1671.002.FLD_ill_111_i7...IDT_i5_4.F3D26_16S_L001_R1_001.fastq.gz	F3D26	76417	Infected	3	11,202575	37,649649	-87,939032	2	3	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_058_i7...IDT_i5_9.F3D27_16S_L001_R1_001.fastq.gz	F3D27	74514	Infected	3	5,112775	37,649649	-87,939032	2	2	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_112_i7...IDT_i5_4.F3D28_16S_L001_R1_001.fastq.gz	F3D28	83135	Infected	3	4,120375	37,64961	-87,93852	1	1	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_059_i7...IDT_i5_9.F3D29_16S_L001_R1_001.fastq.gz	F3D29	69964	Infected	3	12,561675	37,64961	-87,93852	2	3	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_091_i7...IDT_i5_1.F3D3_16S_L001_R1_001.fastq.gz	F3D3	85227	Infected	3	4,955075	37,649927	-87,937627	2	3	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_113_i7...IDT_i5_5.F3D30_16S_L001_R1_001.fastq.gz	F3D30	93065	Infected	3	5,443475	37,64961	-87,93852	3	3	Unknown	NA	1	Sample
NS.1671.002.FLD_ill_092_i7...IDT_i5_1.F3D4_16S_L001_R1_001.fastq.gz	F3D4	72774	Infected	3	3,278775	37,650195	-87,937868	1	2	Unknown	Intertwined	13	Sample
NS.1671.002.FLD_ill_052_i7...IDT_i5_8.F3D5_16S_L001_R1_001.fastq.gz	F3D5	37758	Infected	3	3,660575	37,650195	-87,937868	1	1	Unknown	NA	12	Sample
NS.1671.002.FLD_ill_083_i7...IDT_i5_11.F3D6_16S_L001_R1_001.fastq.gz	F3D6	69589	Infected	3	3,111575	37,650195	-87,937868	1	2	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_084_i7...IDT_i5_11.F3D7_16S_L001_R1_001.fastq.gz	F3D7	53594	Infected	3	3,769175	37,650385	-87,938432	2	2	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_093_i7...IDT_i5_1.F3D8_16S_L001_R1_001.fastq.gz	F3D8	98984	Infected	3	4,856675	37,650385	-87,938432	1	2	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_010_i7...IDT_i5_2.F3D9_16S_L001_R1_001.fastq.gz	F3D9	71646	Infected	3	4,021575	37,650385	-87,938432	2	3	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_089_i7...IDT_i5_12.F4D1_16S_L001_R1_001.fastq.gz	F4D1	95860	Infected	4	8,474775	37,728131	-87,946365	2	2	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_092_i7...IDT_i5_12.F4D10_16S_L001_R1_001.fastq.gz	F4D10	68268	Infected	4	6,834475	37,728074	-87,946045	2	3	Unknown	Intertwined	9	Sample
NS.1671.002.FLD_ill_156_i7...IDT_i5_10.F4D11_16S_L001_R1_001.fastq.gz	F4D11	141036	Infected	4	7,655475	37,728074	-87,946045	3	3	Unknown	Intertwined	3	Sample
NS.1671.002.FLD_ill_094_i7...IDT_i5_1.F4D12_16S_L001_R1_001.fastq.gz	F4D12	79915	Infected	4	5,609375	37,728074	-87,946045	2	3	Unknown	NA	13	Sample
NS.1671.002.FLD_ill_093_i7...IDT_i5_12.F4D13_16S_L001_R1_001.fastq.gz	F4D13	71479	Infected	4	3,356075	37,727827	-87,945811	2	3	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_157_i7...IDT_i5_10.F4D14_16S_L001_R1_001.fastq.gz	F4D14	87542	Infected	4	5,546075	37,727827	-87,945811	1	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_158_i7...IDT_i5_10.F4D15_16S_L001_R1_001.fastq.gz	F4D15	78731	Infected	4	4,354575	37,727827	-87,945811	2	4	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_094_i7...IDT_i5_12.F4D16_16S_L001_R1_001.fastq.gz	F4D16	57363	Infected	4	6,122175	37,727827	-87,945811	2	3	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_046_i7...IDT_i5_7.F4D18_16S_L001_R1_001.fastq.gz	F4D18	63991	Infected	4	8,645875	37,72759	-87,94582	4	4	Unknown	NA	11	Sample
NS.1671.002.FLD_ill_159_i7...IDT_i5_10.F4D19_16S_L001_R1_001.fastq.gz	F4D19	78502	Infected	4	5,028275	37,72759	-87,94582	2	3	Unknown	Intertwined	3	Sample
NS.1671.002.FLD_ill_013_i7...IDT_i5_2.F4D2_16S_L001_R1_001.fastq.gz	F4D2	71461	Infected	4	6,937275	37,728131	-87,946365	1	2	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_160_i7...IDT_i5_10.F4D20_16S_L001_R1_001.fastq.gz	F4D20	93849	Infected	4	4,018775	37,72759	-87,94582	2	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_095_i7...IDT_i5_12.F4D21_16S_L001_R1_001.fastq.gz	F4D21	65832	Infected	4	7,060375	37,727444	-87,945605	1	2	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_161_i7...IDT_i5_11.F4D22_16S_L001_R1_001.fastq.gz	F4D22	85743	Infected	4	7,348075	37,727444	-87,945605	2	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_162_i7...IDT_i5_11.F4D23_16S_L001_R1_001.fastq.gz	F4D23	103764	Infected	4	6,782375	37,727444	-87,945605	1	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_163_i7...IDT_i5_11.F4D24_16S_L001_R1_001.fastq.gz	F4D24	87898	Infected	4	2,433575	37,727444	-87,945605	3	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_096_i7...IDT_i5_12.F4D25_16S_L001_R1_001.fastq.gz	F4D25	76883	Infected	4	5,309075	37,727759	-87,945329	2	3	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_164_i7...IDT_i5_11.F4D26_16S_L001_R1_001.fastq.gz	F4D26	94322	Infected	4	0,837775	37,727759	-87,945329	1	2	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_165_i7...IDT_i5_11.F4D28_16S_L001_R1_001.fastq.gz	F4D28	94791	Infected	4	4,388275	37,727339	-87,945323	4	4	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_166_i7...IDT_i5_11.F4D29_16S_L001_R1_001.fastq.gz	F4D29	93527	Infected	4	2,331275	37,727339	-87,945323	1	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_143_i7...IDT_i5_8.F4D3_16S_L001_R1_001.fastq.gz	F4D3	67546	Infected	4	14,088975	37,728131	-87,946365	1	2	Yes	Intertwined	2	Sample
NS.1671.002.FLD_ill_167_i7...IDT_i5_11.F4D30_16S_L001_R1_001.fastq.gz	F4D30	76263	Infected	4	8,370275	37,727339	-87,945323	2	3	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_154_i7...IDT_i5_10.F4D4_16S_L001_R1_001.fastq.gz	F4D4	108649	Infected	4	9,596275	37,728131	-87,946365	1	2	Unknown	Intertwined	3	Sample
NS.1671.002.FLD_ill_009_i7...IDT_i5_2.F4D5_16S_L001_R1_001.fastq.gz	F4D5	83449	Infected	4	6,367175	37,72826	-87,946225	3	3	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_155_i7...IDT_i5_10.F4D6_16S_L001_R1_001.fastq.gz	F4D6	71478	Infected	4	4,657975	37,72826	-87,946225	4	4	Unknown	NA	3	Sample
NS.1671.002.FLD_ill_090_i7...IDT_i5_12.F4D7_16S_L001_R1_001.fastq.gz	F4D7	77780	Infected	4	5,364175	37,72826	-87,946225	3	3	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_091_i7...IDT_i5_12.F4D8_16S_L001_R1_001.fastq.gz	F4D8	53572	Infected	4	4,382875	37,72826	-87,946225	2	4	Unknown	NA	9	Sample
NS.1671.002.FLD_ill_015_i7...IDT_i5_2.F4D9_16S_L001_R1_001.fastq.gz	F4D9	74655	Infected	4	5,297975	37,728074	-87,946045	4	3	Unknown	NA	5	Sample
NS.1671.002.FLD_ill_017_i7...IDT_i5_3.F1B1_16S_L001_R1_001.fastq.gz	F1B1	77120	Soil	1	NA	37,652087	-87,942938	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_020_i7...IDT_i5_3.F1B10_16S_L001_R1_001.fastq.gz	F1B10	54607	Soil	1	NA	NA	NA	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_169_i7...IDT_i5_12.F1B2_16S_L001_R1_001.fastq.gz	F1B2	71869	Soil	1	NA	NA	NA	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_018_i7...IDT_i5_3.F1B3_16S_L001_R1_001.fastq.gz	F1B3	54202	Soil	1	NA	NA	NA	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_096_i7...IDT_i5_1.F1B4_16S_L001_R1_001.fastq.gz	F1B4	80311	Soil	1	NA	NA	NA	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_171_i7...IDT_i5_12.F1B5_16S_L001_R1_001.fastq.gz	F1B5	122382	Soil	1	NA	NA	NA	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_172_i7...IDT_i5_12.F1B6_16S_L001_R1_001.fastq.gz	F1B6	82145	Soil	1	NA	NA	NA	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_019_i7...IDT_i5_3.F1B7_16S_L001_R1_001.fastq.gz	F1B7	70699	Soil	1	NA	NA	NA	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_173_i7...IDT_i5_12.F1B8_16S_L001_R1_001.fastq.gz	F1B8	78674	Soil	1	NA	NA	NA	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_174_i7...IDT_i5_12.F1B9_16S_L001_R1_001.fastq.gz	F1B9	85484	Soil	1	NA	NA	NA	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_021_i7...IDT_i5_3.F2B1_16S_L001_R1_001.fastq.gz	F2B1	76019	Soil	2	NA	37,736775	-87,945451	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_180_i7...IDT_i5_1.F2B10_16S_L001_R1_001.fastq.gz	F2B10	71590	Soil	2	NA	37,736137	-87,946136	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_175_i7...IDT_i5_12.F2B2_16S_L001_R1_001.fastq.gz	F2B2	79217	Soil	2	NA	37,735598	-87,946161	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_176_i7...IDT_i5_12.F2B3_16S_L001_R1_001.fastq.gz	F2B3	79400	Soil	2	NA	37,736278	-87,947569	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_022_i7...IDT_i5_3.F2B4_16S_L001_R1_001.fastq.gz	F2B4	49117	Soil	2	NA	37,735938	-87,946994	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_177_i7...IDT_i5_1.F2B5_16S_L001_R1_001.fastq.gz	F2B5	80128	Soil	2	NA	37,735935	-87,946845	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_023_i7...IDT_i5_3.F2B6_16S_L001_R1_001.fastq.gz	F2B6	75459	Soil	2	NA	37,73643	-87,946181	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_178_i7...IDT_i5_1.F2B7_16S_L001_R1_001.fastq.gz	F2B7	90353	Soil	2	NA	37,736424	-87,946592	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_024_i7...IDT_i5_3.F2B8_16S_L001_R1_001.fastq.gz	F2B8	65872	Soil	2	NA	37,736642	-87,947127	NA	NA	NA	NA	6	Sample
NS.1671.002.FLD_ill_179_i7...IDT_i5_1.F2B9_16S_L001_R1_001.fastq.gz	F2B9	78146	Soil	2	NA	37,736642	-87,947127	NA	NA	NA	NA	4	Sample
NS.1671.002.FLD_ill_181_i7...IDT_i5_1.F3B1_16S_L001_R1_001.fastq.gz	F3B1	72954	Soil	3	NA	37,649927	-87,937627	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_029_i7...IDT_i5_4.F3B10_16S_L001_R1_001.fastq.gz	F3B10	66744	Soil	3	NA	37,64961	-87,93852	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_025_i7...IDT_i5_4.F3B2_16S_L001_R1_001.fastq.gz	F3B2	113813	Soil	3	NA	37,650195	-87,937868	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_182_i7...IDT_i5_1.F3B3_16S_L001_R1_001.fastq.gz	F3B3	89929	Soil	3	NA	37,650189	-87,938688	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_026_i7...IDT_i5_4.F3B4_16S_L001_R1_001.fastq.gz	F3B4	61004	Soil	3	NA	37,650267	-87,939255	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_027_i7...IDT_i5_4.F3B5_16S_L001_R1_001.fastq.gz	F3B5	49933	Soil	3	NA	37,650056	-87,939301	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_183_i7...IDT_i5_1.F3B6_16S_L001_R1_001.fastq.gz	F3B6	86474	Soil	3	NA	37,650056	-87,939301	NA	NA	Unknown	NA	4	Sample
