sampleid	feature_count	names	condition	field	root_weight	GPSN	GPSW	severity_plant	severity_leaf	nodules	comment	batch	sample_control
NS.1671.002.FLD_ill_179_i7...IDT_i5_5.F3D6_ITS2_L001_R1_001.fastq.gz	135209	F3D6	Infected	3	3111575	37650195	-87937868	1	2	Unknown	NA	9	sample
NS.1671.002.FLD_ill_179_i7...IDT_i5_6.F2D30_ITS2_L001_R1_001.fastq.gz	85589	F2D30	Infected	2	4303375	37736642	-87947127	1	3	Unknown	NA	13	sample
NS.1671.002.FLD_ill_180_i7...IDT_i5_5.F3D7_ITS2_L001_R1_001.fastq.gz	65558	F3D7	Infected	3	3769175	37650385	-87938432	2	2	Unknown	NA	9	sample
NS.1671.002.FLD_ill_181_i7...IDT_i5_5.F3D10_ITS2_L001_R1_001.fastq.gz	187808	F3D10	Infected	3	4344575	3765035	-87938843	2	2	Unknown	NA	9	sample
NS.1671.002.FLD_ill_182_i7...IDT_i5_5.F3D11_ITS2_L001_R1_001.fastq.gz	103423	F3D11	Infected	3	1371575	3765035	-87938843	4	4	Unknown	NA	9	sample
NS.1671.002.FLD_ill_185_i7...IDT_i5_6.F4D1_ITS2_L001_R1_001.fastq.gz	113741	F4D1	Infected	4	8474775	37728131	-87946365	2	2	Unknown	NA	9	sample
NS.1671.002.FLD_ill_186_i7...IDT_i5_6.F4D7_ITS2_L001_R1_001.fastq.gz	135639	F4D7	Infected	4	5364175	3772826	-87946225	3	3	Unknown	NA	9	sample
NS.1671.002.FLD_ill_187_i7...IDT_i5_6.F4D8_ITS2_L001_R1_001.fastq.gz	140666	F4D8	Infected	4	4382875	3772826	-87946225	2	4	Unknown	NA	9	sample
NS.1671.002.FLD_ill_187_i7...IDT_i5_7.F3D3_ITS2_L001_R1_001.fastq.gz	117461	F3D3	Infected	3	4955075	37649927	-87937627	2	3	Unknown	NA	13	sample
NS.1671.002.FLD_ill_188_i7...IDT_i5_6.F4D10_ITS2_L001_R1_001.fastq.gz	214253	F4D10	Infected	4	6834475	37728074	-87946045	2	3	Unknown	Intertwined	9	sample
NS.1671.002.FLD_ill_188_i7...IDT_i5_7.F3D4_ITS2_L001_R1_001.fastq.gz	140403	F3D4	Infected	3	3278775	37650195	-87937868	1	2	Unknown	Intertwined	13	sample
NS.1671.002.FLD_ill_189_i7...IDT_i5_6.F4D13_ITS2_L001_R1_001.fastq.gz	171986	F4D13	Infected	4	3356075	37727827	-87945811	2	3	Unknown	NA	9	sample
NS.1671.002.FLD_ill_189_i7...IDT_i5_7.F3D8_ITS2_L001_R1_001.fastq.gz	141995	F3D8	Infected	3	4856675	37650385	-87938432	1	2	Unknown	NA	13	sample
NS.1671.002.FLD_ill_190_i7...IDT_i5_6.F4D16_ITS2_L001_R1_001.fastq.gz	132835	F4D16	Infected	4	6122175	37727827	-87945811	2	3	Unknown	NA	9	sample
NS.1671.002.FLD_ill_190_i7...IDT_i5_7.F4D12_ITS2_L001_R1_001.fastq.gz	179489	F4D12	Infected	4	5609375	37728074	-87946045	2	3	Unknown	NA	13	sample
NS.1671.002.FLD_ill_191_i7...IDT_i5_6.F4D21_ITS2_L001_R1_001.fastq.gz	212906	F4D21	Infected	4	7060375	37727444	-87945605	1	2	Unknown	NA	9	sample
NS.1671.002.FLD_ill_192_i7...IDT_i5_6.F4D25_ITS2_L001_R1_001.fastq.gz	138767	F4D25	Infected	4	5309075	37727759	-87945329	2	3	Unknown	NA	9	sample
NS.1671.002.FLD_ill_097_i7...IDT_i5_6.F1H6_ITS2_L001_R1_001.fastq.gz	161986	F1H6	Healthy	1	3981275	37652203	-8794332	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_098_i7...IDT_i5_6.F1H28_ITS2_L001_R1_001.fastq.gz	117940	F1H28	Healthy	1	10271275	37652005	-87940043	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_098_i7...IDT_i5_8.F1H7_ITS2_L001_R1_001.fastq.gz	110517	F1H7	Healthy	1	4372475	37652203	-8794332	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_099_i7...IDT_i5_8.F1H8_ITS2_L001_R1_001.fastq.gz	37616	F1H8	Healthy	1	9780275	37652203	-8794332	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_100_i7...IDT_i5_7.F2H4_ITS2_L001_R1_001.fastq.gz	62238	F2H4	Healthy	2	5851475	37736137	-87946136	NA	NA	Unknown	Intertwined	5	sample
NS.1671.002.FLD_ill_100_i7...IDT_i5_8.F1H10_ITS2_L001_R1_001.fastq.gz	128830	F1H10	Healthy	1	8889475	37652203	-8794332	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_101_i7...IDT_i5_7.F2H5_ITS2_L001_R1_001.fastq.gz	137425	F2H5	Healthy	2	6855875	37736137	-87946136	NA	NA	Unknown	NA	5	sample
NS.1671.002.FLD_ill_102_i7...IDT_i5_7.F2H10_ITS2_L001_R1_001.fastq.gz	162765	F2H10	Healthy	2	7211775	37735598	-87946161	NA	NA	Unknown	Intertwined	5	sample
NS.1671.002.FLD_ill_103_i7...IDT_i5_6.F2H17_ITS2_L001_R1_001.fastq.gz	119957	F2H17	Healthy	2	8223775	37735935	-87946845	NA	NA	Unknown	Intertwined	1	sample
NS.1671.002.FLD_ill_103_i7...IDT_i5_7.F2H12_ITS2_L001_R1_001.fastq.gz	128013	F2H12	Healthy	2	12125475	37736278	-87947569	NA	NA	Unknown	NA	5	sample
NS.1671.002.FLD_ill_103_i7...IDT_i5_8.F2H6_ITS2_L001_R1_001.fastq.gz	153801	F2H6	Healthy	2	5952375	37735598	-87946161	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_104_i7...IDT_i5_7.F4H29_ITS2_L001_R1_001.fastq.gz	111976	F4H29	Healthy	4	11862075	37727339	-87945323	NA	NA	Unknown	NA	5	sample
NS.1671.002.FLD_ill_104_i7...IDT_i5_8.F2H13_ITS2_L001_R1_001.fastq.gz	36374	F2H13	Healthy	2	7458375	37736278	-87947569	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_105_i7...IDT_i5_9.F2H18_ITS2_L001_R1_001.fastq.gz	67902	F2H18	Healthy	2	6867975	37735935	-87946845	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_106_i7...IDT_i5_9.F2H21_ITS2_L001_R1_001.fastq.gz	915	F2H21	Healthy	2	11864975	3773643	-87946181	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_107_i7...IDT_i5_8.F4H5_ITS2_L001_R1_001.fastq.gz	153410	F4H5	Healthy	4	8294675	3772826	-87946225	NA	NA	Unknown	NA	5	sample
NS.1671.002.FLD_ill_107_i7...IDT_i5_9.F2H22_ITS2_L001_R1_001.fastq.gz	137121	F2H22	Healthy	2	3760875	3773643	-87946181	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_108_i7...IDT_i5_9.F2H27_ITS2_L001_R1_001.fastq.gz	134859	F2H27	Healthy	2	7954875	37736424	-87946592	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_109_i7...IDT_i5_9.F3H22_ITS2_L001_R1_001.fastq.gz	110453	F3H22	Healthy	3	10998175	37650056	-87939301	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_110_i7...IDT_i5_9.F3H30_ITS2_L001_R1_001.fastq.gz	118435	F3H30	Healthy	3	10040475	3764961	-8793852	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_114_i7...IDT_i5_8.F4H2_ITS2_L001_R1_001.fastq.gz	27917	F4H2	Healthy	4	12969275	37728131	-87946365	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_115_i7...IDT_i5_10.F4H1_ITS2_L001_R1_001.fastq.gz	34146	F4H1	Healthy	4	9360775	37728131	-87946365	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_115_i7...IDT_i5_8.F4H7_ITS2_L001_R1_001.fastq.gz	105174	F4H7	Healthy	4	7288675	3772826	-87946225	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_116_i7...IDT_i5_10.F4H12_ITS2_L001_R1_001.fastq.gz	18756	F4H12	Healthy	4	9299975	37728074	-87946045	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_116_i7...IDT_i5_8.F4H8_ITS2_L001_R1_001.fastq.gz	119472	F4H8	Healthy	4	8777675	3772826	-87946225	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_117_i7...IDT_i5_10.F4H13_ITS2_L001_R1_001.fastq.gz	44499	F4H13	Healthy	4	7373175	37727827	-87945811	NA	NA	Unknown	NA	10	sample
NS.1671.002.FLD_ill_117_i7...IDT_i5_8.F4H9_ITS2_L001_R1_001.fastq.gz	89246	F4H9	Healthy	4	12393375	37728074	-87946045	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_118_i7...IDT_i5_8.F4H11_ITS2_L001_R1_001.fastq.gz	23701	F4H11	Healthy	4	8601975	37728074	-87946045	NA	NA	Unknown	Intertwined	1	sample
NS.1671.002.FLD_ill_119_i7...IDT_i5_10.F1H2_ITS2_L001_R1_001.fastq.gz	156456	F1H2	Healthy	1	4252075	37652203	-8794332	NA	NA	Unknown	NA	11	sample
NS.1671.002.FLD_ill_119_i7...IDT_i5_8.F4H23_ITS2_L001_R1_001.fastq.gz	38128	F4H23	Healthy	4	12444275	37727444	-87945605	NA	NA	Unknown	NA	1	sample
NS.1671.002.FLD_ill_120_i7...IDT_i5_10.F1H4_ITS2_L001_R1_001.fastq.gz	107415	F1H4	Healthy	1	4414275	37652203	-8794332	NA	NA	Unknown	NA	11	sample
NS.1671.002.FLD_ill_121_i7...IDT_i5_11.F1H5_ITS2_L001_R1_001.fastq.gz	82676	F1H5	Healthy	1	10108575	37652203	-8794332	NA	NA	Unknown	NA	11	sample
NS.1671.002.FLD_ill_121_i7...IDT_i5_9.F1H12_ITS2_L001_R1_001.fastq.gz	192661	F1H12	Healthy	1	15539375	37652139	-87943053	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_122_i7...IDT_i5_11.F1H9_ITS2_L001_R1_001.fastq.gz	120974	F1H9	Healthy	1	10641875	37652203	-8794332	NA	NA	Unknown	NA	11	sample
NS.1671.002.FLD_ill_122_i7...IDT_i5_9.F1H17_ITS2_L001_R1_001.fastq.gz	205665	F1H17	Healthy	1	17595875	37652333	-8794305	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_123_i7...IDT_i5_11.F1H15_ITS2_L001_R1_001.fastq.gz	119323	F1H15	Healthy	1	11479275	37652333	-8794305	NA	NA	Unknown	NA	11	sample
NS.1671.002.FLD_ill_123_i7...IDT_i5_9.F1H19_ITS2_L001_R1_001.fastq.gz	194459	F1H19	Healthy	1	18857775	37652263	-87942768	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_124_i7...IDT_i5_9.F1H20_ITS2_L001_R1_001.fastq.gz	156818	F1H20	Healthy	1	16856875	37652263	-87942768	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_125_i7...IDT_i5_9.F1H29_ITS2_L001_R1_001.fastq.gz	135072	F1H29	Healthy	1	16424175	37652054	-87939619	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_126_i7...IDT_i5_9.F2H2_ITS2_L001_R1_001.fastq.gz	62333	F2H2	Healthy	2	14006275	37736775	-87945451	NA	NA	Unknown	NA	2	sample
NS.1671.002.FLD_ill_127_i7...IDT_i5_9.F2H7_ITS2_L001_R1_001.fastq.gz	112603	F2H7	Healthy	2	15798275	37735598	-87946161	NA	NA	Unknown	NA	2	sample
NS.1671.002.FLD_ill_128_i7...IDT_i5_9.F3H7_ITS2_L001_R1_001.fastq.gz	66830	F3H7	Healthy	3	13489575	37650385	-87938432	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_129_i7...IDT_i5_10.F3H8_ITS2_L001_R1_001.fastq.gz	160860	F3H8	Healthy	3	14218275	37650385	-87938432	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_130_i7...IDT_i5_10.F3H15_ITS2_L001_R1_001.fastq.gz	58564	F3H15	Healthy	3	17022975	37650189	-87938688	NA	NA	Yes	Intertwined	2	sample
NS.1671.002.FLD_ill_131_i7...IDT_i5_10.F3H16_ITS2_L001_R1_001.fastq.gz	146910	F3H16	Healthy	3	15910675	37650189	-87938688	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_131_i7...IDT_i5_11.F1H13_ITS2_L001_R1_001.fastq.gz	145779	F1H13	Healthy	1	4715475	37652139	-87943053	NA	NA	Unknown	NA	7	sample
NS.1671.002.FLD_ill_132_i7...IDT_i5_10.F3H17_ITS2_L001_R1_001.fastq.gz	135491	F3H17	Healthy	3	22742975	37650267	-87939255	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_132_i7...IDT_i5_11.F1H16_ITS2_L001_R1_001.fastq.gz	128711	F1H16	Healthy	1	4675075	37652333	-8794305	NA	NA	Unknown	NA	7	sample
NS.1671.002.FLD_ill_133_i7...IDT_i5_10.F3H19_ITS2_L001_R1_001.fastq.gz	144835	F3H19	Healthy	3	20338275	37650267	-87939255	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_133_i7...IDT_i5_11.F1H21_ITS2_L001_R1_001.fastq.gz	112976	F1H21	Healthy	1	10786975	37652158	-87941629	NA	NA	Unknown	NA	7	sample
NS.1671.002.FLD_ill_134_i7...IDT_i5_10.F3H20_ITS2_L001_R1_001.fastq.gz	83908	F3H20	Healthy	3	13617175	37650267	-87939255	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_134_i7...IDT_i5_11.F1H25_ITS2_L001_R1_001.fastq.gz	100786	F1H25	Healthy	1	10362975	37652182	-87940915	NA	NA	Unknown	Feces	7	sample
NS.1671.002.FLD_ill_135_i7...IDT_i5_10.F3H21_ITS2_L001_R1_001.fastq.gz	169330	F3H21	Healthy	3	18035275	37650056	-87939301	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_135_i7...IDT_i5_11.F1H30_ITS2_L001_R1_001.fastq.gz	147969	F1H30	Healthy	1	7663475	37652202	-87940276	NA	NA	Unknown	Mushrooms	7	sample
NS.1671.002.FLD_ill_136_i7...IDT_i5_10.F3H25_ITS2_L001_R1_001.fastq.gz	95623	F3H25	Healthy	3	18500775	37649649	-87939032	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_137_i7...IDT_i5_11.F3H29_ITS2_L001_R1_001.fastq.gz	137892	F3H29	Healthy	3	40929275	3764961	-8793852	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_139_i7...IDT_i5_11.F4H4_ITS2_L001_R1_001.fastq.gz	155368	F4H4	Healthy	4	16401475	37728131	-87946365	NA	NA	Yes	Intertwined	2	sample
NS.1671.002.FLD_ill_140_i7...IDT_i5_11.F4H20_ITS2_L001_R1_001.fastq.gz	125144	F4H20	Healthy	4	18736275	3772759	-8794582	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_141_i7...IDT_i5_11.F4H24_ITS2_L001_R1_001.fastq.gz	101898	F4H24	Healthy	4	14809375	37727444	-87945605	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_142_i7...IDT_i5_11.F4H27_ITS2_L001_R1_001.fastq.gz	106972	F4H27	Healthy	4	13875075	37727759	-87945329	NA	NA	Yes	NA	2	sample
NS.1671.002.FLD_ill_143_i7...IDT_i5_12.F2H1_ITS2_L001_R1_001.fastq.gz	191713	F2H1	Healthy	2	3851575	37736775	-87945451	NA	NA	Unknown	NA	7	sample
NS.1671.002.FLD_ill_144_i7...IDT_i5_1.F3H1_ITS2_L001_R1_001.fastq.gz	92962	F3H1	Healthy	3	7984475	37649927	-87937627	NA	NA	Unknown	Intertwined	12	sample
NS.1671.002.FLD_ill_144_i7...IDT_i5_12.F2H15_ITS2_L001_R1_001.fastq.gz	174141	F2H15	Healthy	2	2737475	37735938	-87946994	NA	NA	Unknown	NA	7	sample
NS.1671.002.FLD_ill_145_i7...IDT_i5_1.F2H20_ITS2_L001_R1_001.fastq.gz	88778	F2H20	Healthy	2	8788575	37735935	-87946845	NA	NA	Unknown	Intertwined	7	sample
NS.1671.002.FLD_ill_145_i7...IDT_i5_12.F1H14_ITS2_L001_R1_001.fastq.gz	177469	F1H14	Healthy	1	18596375	37652333	-8794305	NA	NA	Yes	NA	3	sample
NS.1671.002.FLD_ill_145_i7...IDT_i5_2.F3H5_ITS2_L001_R1_001.fastq.gz	111742	F3H5	Healthy	3	4732475	37650195	-87937868	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_146_i7...IDT_i5_1.F2H25_ITS2_L001_R1_001.fastq.gz	96333	F2H25	Healthy	2	3924375	37736424	-87946592	NA	NA	Unknown	NA	7	sample
NS.1671.002.FLD_ill_146_i7...IDT_i5_12.F1H23_ITS2_L001_R1_001.fastq.gz	70780	F1H23	Healthy	1	15229375	37652158	-87941629	NA	NA	Yes	NA	3	sample
NS.1671.002.FLD_ill_146_i7...IDT_i5_2.F3H11_ITS2_L001_R1_001.fastq.gz	155644	F3H11	Healthy	3	12799075	3765035	-87938843	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_147_i7...IDT_i5_12.F1H26_ITS2_L001_R1_001.fastq.gz	169234	F1H26	Healthy	1	15065975	37652182	-87940915	NA	NA	Yes	Feces	3	sample
NS.1671.002.FLD_ill_147_i7...IDT_i5_2.F3H12_ITS2_L001_R1_001.fastq.gz	151603	F3H12	Healthy	3	7527675	3765035	-87938843	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_148_i7...IDT_i5_12.F2H9_ITS2_L001_R1_001.fastq.gz	140365	F2H9	Healthy	2	13505775	37735598	-87946161	NA	NA	Unknown	NA	3	sample
NS.1671.002.FLD_ill_149_i7...IDT_i5_12.F2H16_ITS2_L001_R1_001.fastq.gz	174947	F2H16	Healthy	2	11509475	37735938	-87946994	NA	NA	Unknown	NA	3	sample
NS.1671.002.FLD_ill_150_i7...IDT_i5_12.F2H30_ITS2_L001_R1_001.fastq.gz	118823	F2H30	Healthy	2	15912375	3773657	-879472035	NA	NA	Yes	Late_harvest	3	sample
NS.1671.002.FLD_ill_151_i7...IDT_i5_12.F3H13_ITS2_L001_R1_001.fastq.gz	79389	F3H13	Healthy	3	18392275	37650189	-87938688	NA	NA	Yes	NA	3	sample
NS.1671.002.FLD_ill_152_i7...IDT_i5_12.F3H14_ITS2_L001_R1_001.fastq.gz	200344	F3H14	Healthy	3	15493575	37650189	-87938688	NA	NA	No	NA	3	sample
NS.1671.002.FLD_ill_153_i7...IDT_i5_1.F3H26_ITS2_L001_R1_001.fastq.gz	166055	F3H26	Healthy	3	15787175	37649649	-87939032	NA	NA	Yes	NA	3	sample
NS.1671.002.FLD_ill_155_i7...IDT_i5_2.F1H3_ITS2_L001_R1_001.fastq.gz	4750	F1H3	Healthy	1	6017475	37652203	-8794332	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_156_i7...IDT_i5_2.F1H18_ITS2_L001_R1_001.fastq.gz	176990	F1H18	Healthy	1	8002875	37652333	-8794305	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_156_i7...IDT_i5_3.F4H3_ITS2_L001_R1_001.fastq.gz	149887	F4H3	Healthy	4	9100775	37728131	-87946365	NA	NA	Unknown	Intertwined	12	sample
NS.1671.002.FLD_ill_157_i7...IDT_i5_2.F1H22_ITS2_L001_R1_001.fastq.gz	79512	F1H22	Healthy	1	9663075	37652158	-87941629	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_157_i7...IDT_i5_3.F4H6_ITS2_L001_R1_001.fastq.gz	38738	F4H6	Healthy	4	10740375	3772826	-87946225	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_158_i7...IDT_i5_2.F1H24_ITS2_L001_R1_001.fastq.gz	96429	F1H24	Healthy	1	11017075	37652158	-87941629	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_158_i7...IDT_i5_3.F4H10_ITS2_L001_R1_001.fastq.gz	55008	F4H10	Healthy	4	5959775	37728074	-87946045	NA	NA	Unknown	Intertwined	12	sample
NS.1671.002.FLD_ill_159_i7...IDT_i5_3.F4H14_ITS2_L001_R1_001.fastq.gz	87309	F4H14	Healthy	4	7099875	37727827	-87945811	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_160_i7...IDT_i5_3.F4H16_ITS2_L001_R1_001.fastq.gz	87187	F4H16	Healthy	4	8528775	37727827	-87945811	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_161_i7...IDT_i5_4.F4H18_ITS2_L001_R1_001.fastq.gz	930	F4H18	Healthy	4	10294675	3772759	-8794582	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_162_i7...IDT_i5_3.F2H8_ITS2_L001_R1_001.fastq.gz	163776	F2H8	Healthy	2	3660375	37735598	-87946161	NA	NA	Unknown	Intertwined	8	sample
NS.1671.002.FLD_ill_162_i7...IDT_i5_4.F4H22_ITS2_L001_R1_001.fastq.gz	130171	F4H22	Healthy	4	5727475	37727444	-87945605	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_163_i7...IDT_i5_3.F2H11_ITS2_L001_R1_001.fastq.gz	112920	F2H11	Healthy	2	9344875	37736278	-87947569	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_163_i7...IDT_i5_4.F4H25_ITS2_L001_R1_001.fastq.gz	84218	F4H25	Healthy	4	9189675	37727759	-87945329	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_164_i7...IDT_i5_3.F2H14_ITS2_L001_R1_001.fastq.gz	142377	F2H14	Healthy	2	9314275	37735938	-87946994	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_164_i7...IDT_i5_4.F4H26_ITS2_L001_R1_001.fastq.gz	106277	F4H26	Healthy	4	2504775	37727759	-87945329	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_165_i7...IDT_i5_3.F2H19_ITS2_L001_R1_001.fastq.gz	26310	F2H19	Healthy	2	12815875	37735935	-87946845	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_165_i7...IDT_i5_4.F4H28_ITS2_L001_R1_001.fastq.gz	190310	F4H28	Healthy	4	6338575	37727339	-87945323	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_166_i7...IDT_i5_3.F2H23_ITS2_L001_R1_001.fastq.gz	118101	F2H23	Healthy	2	8553675	3773643	-87946181	NA	NA	Unknown	NA	8	sample
NS.1671.002.FLD_ill_166_i7...IDT_i5_4.F4H30_ITS2_L001_R1_001.fastq.gz	105661	F4H30	Healthy	4	4431875	37727339	-87945323	NA	NA	Unknown	NA	12	sample
NS.1671.002.FLD_ill_167_i7...IDT_i5_3.F2H24_ITS2_L001_R1_001.fastq.gz	142648	F2H24	Healthy	2	10211775	3773643	-87946181	NA	NA	Unknown	Intertwined	8	sample
NS.1671.002.FLD_ill_168_i7...IDT_i5_3.F2H29_ITS2_L001_R1_001.fastq.gz	193336	F2H29	Healthy	2	9653275	37736642	-87947127	NA	NA	Unknown	Intertwined	8	sample
NS.1671.002.FLD_ill_168_i7...IDT_i5_4.F1H27_ITS2_L001_R1_001.fastq.gz	185473	F1H27	Healthy	1	7486575	37652182	-87940915	NA	NA	Unknown	NA	13	sample
NS.1671.002.FLD_ill_170_i7...IDT_i5_4.F1H11_ITS2_L001_R1_001.fastq.gz	1944	F1H11	Healthy	1	7782175	37652203	-8794332	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_172_i7...IDT_i5_4.F2H3_ITS2_L001_R1_001.fastq.gz	101364	F2H3	Healthy	2	6788075	37736775	-87945451	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_173_i7...IDT_i5_4.F2H26_ITS2_L001_R1_001.fastq.gz	98564	F2H26	Healthy	2	7335575	37736424	-87946592	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_174_i7...IDT_i5_4.F3H18_ITS2_L001_R1_001.fastq.gz	180012	F3H18	Healthy	3	12391175	37650267	-87939255	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_175_i7...IDT_i5_4.F3H23_ITS2_L001_R1_001.fastq.gz	102963	F3H23	Healthy	3	11230775	37650056	-87939301	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_176_i7...IDT_i5_4.F3H27_ITS2_L001_R1_001.fastq.gz	113890	F3H27	Healthy	3	9651975	37649649	-87939032	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_177_i7...IDT_i5_5.F3H28_ITS2_L001_R1_001.fastq.gz	114495	F3H28	Healthy	3	3609975	3764961	-8793852	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_180_i7...IDT_i5_6.F3H2_ITS2_L001_R1_001.fastq.gz	110657	F3H2	Healthy	3	10432175	37649927	-87937627	NA	NA	Unknown	NA	13	sample
NS.1671.002.FLD_ill_181_i7...IDT_i5_6.F3H3_ITS2_L001_R1_001.fastq.gz	85335	F3H3	Healthy	3	13248275	37649927	-87937627	NA	NA	Unknown	NA	13	sample
NS.1671.002.FLD_ill_182_i7...IDT_i5_6.F3H4_ITS2_L001_R1_001.fastq.gz	108753	F3H4	Healthy	3	7063475	37650195	-87937868	NA	NA	Unknown	Intertwined	13	sample
NS.1671.002.FLD_ill_183_i7...IDT_i5_5.F4H19_ITS2_L001_R1_001.fastq.gz	110935	F4H19	Healthy	4	11075275	3772759	-8794582	NA	NA	Unknown	Intertwined	9	sample
NS.1671.002.FLD_ill_183_i7...IDT_i5_6.F3H6_ITS2_L001_R1_001.fastq.gz	136549	F3H6	Healthy	3	12055275	37650195	-87937868	NA	NA	Unknown	NA	13	sample
NS.1671.002.FLD_ill_184_i7...IDT_i5_5.F4H21_ITS2_L001_R1_001.fastq.gz	167824	F4H21	Healthy	4	11426875	37727444	-87945605	NA	NA	Unknown	NA	9	sample
NS.1671.002.FLD_ill_184_i7...IDT_i5_6.F3H9_ITS2_L001_R1_001.fastq.gz	162443	F3H9	Healthy	3	6309975	37650385	-87938432	NA	NA	Unknown	NA	13	sample
NS.1671.002.FLD_ill_185_i7...IDT_i5_7.F3H10_ITS2_L001_R1_001.fastq.gz	173495	F3H10	Healthy	3	6762175	3765035	-87938843	NA	NA	Unknown	NA	13	sample
NS.1671.002.FLD_ill_186_i7...IDT_i5_7.F3H24_ITS2_L001_R1_001.fastq.gz	109250	F3H24	Healthy	3	21983575	37650056	-87939301	NA	NA	Unknown	NA	13	sample
